locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANGDCKKE_00373	CDS	813	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
ANGDCKKE_00374	CDS	426				hypothetical protein
ANGDCKKE_00375	CDS	1431	alsT_1		COG1115	Amino-acid carrier protein AlsT
ANGDCKKE_00376	CDS	1431	alsT_2		COG1115	Amino-acid carrier protein AlsT
ANGDCKKE_00377	CDS	297				hypothetical protein
ANGDCKKE_00378	tRNA	75				tRNA-Thr(tgt)
ANGDCKKE_00379	CDS	684	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
ANGDCKKE_00380	CDS	1821			COG1132	putative ABC transporter ATP-binding protein
ANGDCKKE_00381	CDS	1017				hypothetical protein
ANGDCKKE_00382	CDS	687				hypothetical protein
ANGDCKKE_00383	CDS	1251	arcA_2	3.5.3.6		Arginine deiminase
ANGDCKKE_00384	CDS	1431				hypothetical protein
ANGDCKKE_00385	CDS	1248	arcA_3	3.5.3.6		Arginine deiminase
ANGDCKKE_00386	CDS	1008	argF_2	2.1.3.3	COG0078	Ornithine carbamoyltransferase
ANGDCKKE_00387	CDS	585				hypothetical protein
ANGDCKKE_00388	CDS	2421	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
ANGDCKKE_00389	CDS	618	soeB_3		COG0437	Sulfite dehydrogenase subunit B
ANGDCKKE_00390	CDS	1167				hypothetical protein
ANGDCKKE_00391	CDS	687	torD_3			Chaperone protein TorD
ANGDCKKE_00392	CDS	900				hypothetical protein
ANGDCKKE_00393	CDS	576				hypothetical protein
ANGDCKKE_00394	CDS	738	torD_4			Chaperone protein TorD
ANGDCKKE_00395	CDS	738				hypothetical protein
ANGDCKKE_00396	CDS	1566				hypothetical protein
ANGDCKKE_00397	CDS	1002	moaA	4.1.99.22		GTP 3',8-cyclase
ANGDCKKE_00398	CDS	501	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
ANGDCKKE_00399	CDS	1794				hypothetical protein
ANGDCKKE_00400	CDS	1110				hypothetical protein
ANGDCKKE_00401	CDS	1671	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
ANGDCKKE_00402	CDS	1221	bioB	2.8.1.6		Biotin synthase
ANGDCKKE_00403	CDS	1446				hypothetical protein
ANGDCKKE_00404	CDS	1305	der_1			GTPase Der
ANGDCKKE_00405	CDS	2175				hypothetical protein
ANGDCKKE_00406	CDS	2595	smc_2			Chromosome partition protein Smc
ANGDCKKE_00407	CDS	657				hypothetical protein
ANGDCKKE_00408	CDS	909				hypothetical protein
ANGDCKKE_00409	CDS	912	ecfT_3			Energy-coupling factor transporter transmembrane protein EcfT
ANGDCKKE_00410	CDS	1839	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ANGDCKKE_00411	CDS	825				hypothetical protein
ANGDCKKE_00412	CDS	2334				hypothetical protein
ANGDCKKE_00413	CDS	1086				hypothetical protein
ANGDCKKE_00414	CDS	1284			COG3177	putative protein
ANGDCKKE_00415	CDS	888				hypothetical protein
ANGDCKKE_00416	CDS	969	pstS2		COG0226	Phosphate-binding protein PstS 2
ANGDCKKE_00417	CDS	993				hypothetical protein
ANGDCKKE_00418	CDS	999	pstA		COG0581	Phosphate transport system permease protein PstA
ANGDCKKE_00419	CDS	828	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
ANGDCKKE_00420	CDS	1044				hypothetical protein
ANGDCKKE_00421	CDS	732	walR_3		COG0745	Transcriptional regulatory protein WalR
ANGDCKKE_00422	CDS	915	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
ANGDCKKE_00423	CDS	672	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
ANGDCKKE_00424	CDS	813	cmoM_1	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
ANGDCKKE_00425	CDS	999	nikB		COG0601	Nickel transport system permease protein NikB
ANGDCKKE_00426	CDS	945				hypothetical protein
ANGDCKKE_00427	CDS	1620	nikA		COG0747	Nickel-binding protein NikA
ANGDCKKE_00428	CDS	816	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
ANGDCKKE_00429	CDS	696	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
ANGDCKKE_00430	CDS	1023				hypothetical protein
ANGDCKKE_00431	CDS	3831				hypothetical protein
ANGDCKKE_00432	CDS	675				hypothetical protein
ANGDCKKE_00433	CDS	633				hypothetical protein
ANGDCKKE_00434	CDS	915				hypothetical protein
ANGDCKKE_00435	CDS	1908	prkC_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
ANGDCKKE_00436	CDS	2784	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
ANGDCKKE_00437	CDS	1338				hypothetical protein
ANGDCKKE_00438	CDS	414	fhaB		COG1716	FHA domain-containing protein FhaB
ANGDCKKE_00439	CDS	816				hypothetical protein
ANGDCKKE_00440	CDS	1653	ubiB	2.7.-.-		protein kinase UbiB
ANGDCKKE_00441	CDS	471				hypothetical protein
ANGDCKKE_00442	CDS	918				hypothetical protein
ANGDCKKE_00443	CDS	684	ydjF		COG1842	Phage shock protein A 
ANGDCKKE_00444	CDS	1653				hypothetical protein
ANGDCKKE_00445	CDS	1536				hypothetical protein
ANGDCKKE_00446	CDS	888	gltC_2			HTH-type transcriptional regulator GltC
ANGDCKKE_00447	CDS	1758				hypothetical protein
ANGDCKKE_00448	CDS	1305				hypothetical protein
ANGDCKKE_00449	CDS	735	glnQ_1			Glutamine transport ATP-binding protein GlnQ
ANGDCKKE_00450	CDS	795	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
ANGDCKKE_00451	CDS	888	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
ANGDCKKE_00452	CDS	288				hypothetical protein
ANGDCKKE_00453	CDS	1272				hypothetical protein
ANGDCKKE_00454	CDS	996				hypothetical protein
ANGDCKKE_00455	tRNA	87				tRNA-Leu(cag)
ANGDCKKE_00456	CDS	231				hypothetical protein
ANGDCKKE_00457	CDS	462	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
ANGDCKKE_00458	CDS	2238				hypothetical protein
ANGDCKKE_00459	CDS	702				hypothetical protein
ANGDCKKE_00460	CDS	306				hypothetical protein
ANGDCKKE_00461	CDS	312				hypothetical protein
ANGDCKKE_00462	CDS	648				hypothetical protein
ANGDCKKE_00463	CDS	2667	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
ANGDCKKE_00464	CDS	597	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
ANGDCKKE_00465	CDS	1743	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
ANGDCKKE_00466	CDS	663	walR_4		COG0745	Transcriptional regulatory protein WalR
ANGDCKKE_00467	CDS	1236	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
ANGDCKKE_00468	CDS	1851	rssB			Regulator of RpoS
ANGDCKKE_00469	CDS	294				hypothetical protein
ANGDCKKE_00470	CDS	363				hypothetical protein
ANGDCKKE_00471	CDS	2997	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
ANGDCKKE_00472	CDS	966				hypothetical protein
ANGDCKKE_00473	CDS	1053	epsF		COG1459	Type II secretion system protein F
ANGDCKKE_00474	CDS	324				hypothetical protein
ANGDCKKE_00475	CDS	627				hypothetical protein
ANGDCKKE_00476	CDS	777				hypothetical protein
ANGDCKKE_00477	CDS	420				hypothetical protein
ANGDCKKE_00478	CDS	1074	pilT		COG2805	Twitching mobility protein
ANGDCKKE_00479	CDS	717	ypdB		COG3279	Transcriptional regulatory protein YpdB
ANGDCKKE_00480	CDS	1350				hypothetical protein
ANGDCKKE_00481	CDS	1710	fccA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
ANGDCKKE_00482	CDS	867				hypothetical protein
ANGDCKKE_00483	CDS	879	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
ANGDCKKE_00484	CDS	2724	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
ANGDCKKE_00485	CDS	1425	purF_1	2.4.2.14		Amidophosphoribosyltransferase
ANGDCKKE_00486	CDS	588				hypothetical protein
ANGDCKKE_00487	CDS	966	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ANGDCKKE_00488	CDS	1377	glmU			Bifunctional protein GlmU
ANGDCKKE_00489	CDS	513				hypothetical protein
ANGDCKKE_00490	CDS	2511	copA	7.2.2.8		Copper-exporting P-type ATPase
ANGDCKKE_00491	CDS	405				hypothetical protein
ANGDCKKE_00492	CDS	1479	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
ANGDCKKE_00493	CDS	834				hypothetical protein
ANGDCKKE_00494	CDS	720				hypothetical protein
ANGDCKKE_00495	CDS	312	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
ANGDCKKE_00496	CDS	1494	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
ANGDCKKE_00497	CDS	1584	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
ANGDCKKE_00498	CDS	312				hypothetical protein
ANGDCKKE_00499	CDS	1344		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
ANGDCKKE_00500	CDS	657				hypothetical protein
ANGDCKKE_00501	CDS	672				hypothetical protein
ANGDCKKE_00502	CDS	438				hypothetical protein
ANGDCKKE_00503	CDS	1191	padG	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit alpha
ANGDCKKE_00504	CDS	918	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
ANGDCKKE_00505	tRNA	76				tRNA-Arg(tct)
ANGDCKKE_00506	tRNA	74				tRNA-Gly(tcc)
ANGDCKKE_00507	CDS	270				hypothetical protein
ANGDCKKE_00508	CDS	516				hypothetical protein
ANGDCKKE_00509	CDS	1599	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
ANGDCKKE_00510	CDS	1548				hypothetical protein
ANGDCKKE_00511	CDS	1824				hypothetical protein
ANGDCKKE_00512	CDS	1080				hypothetical protein
ANGDCKKE_00513	CDS	1272				hypothetical protein
ANGDCKKE_00514	tRNA	77				tRNA-Pro(tgg)
ANGDCKKE_00515	CDS	735				hypothetical protein
ANGDCKKE_00516	CDS	1227				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
ANGDCKKE_00517	CDS	1920	dnaG	2.7.7.-		DNA primase
ANGDCKKE_00518	CDS	543	def_2	3.5.1.88		Peptide deformylase
ANGDCKKE_00519	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
ANGDCKKE_00520	CDS	2034	rsmB	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
ANGDCKKE_00521	CDS	909				hypothetical protein
ANGDCKKE_00522	CDS	921				hypothetical protein
ANGDCKKE_00523	CDS	903			COG0053	putative cation efflux system protein
ANGDCKKE_00524	tRNA	89				tRNA-Leu(gag)
ANGDCKKE_00525	CDS	255				hypothetical protein
ANGDCKKE_00526	CDS	1581	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
ANGDCKKE_00527	CDS	771	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
ANGDCKKE_00528	CDS	1188	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
ANGDCKKE_00529	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
ANGDCKKE_00530	CDS	939	whiA		COG1481	putative cell division protein WhiA
ANGDCKKE_00531	CDS	1158				Gluconeogenesis factor
ANGDCKKE_00532	CDS	972				Nucleotide-binding protein
ANGDCKKE_00533	CDS	2196	uvrC		COG0322	UvrABC system protein C
ANGDCKKE_00534	CDS	1959				hypothetical protein
ANGDCKKE_00535	CDS	927	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
ANGDCKKE_00536	CDS	201				hypothetical protein
ANGDCKKE_00537	CDS	204				hypothetical protein
ANGDCKKE_00538	CDS	714	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
ANGDCKKE_00539	CDS	897	oxyR			Hydrogen peroxide-inducible genes activator
ANGDCKKE_00540	CDS	270				hypothetical protein
ANGDCKKE_00541	CDS	675				hypothetical protein
ANGDCKKE_00542	CDS	309			COG0718	Nucleoid-associated protein
ANGDCKKE_00543	CDS	597	recR		COG0353	Recombination protein RecR
ANGDCKKE_00544	CDS	318				hypothetical protein
ANGDCKKE_00545	CDS	957				hypothetical protein
ANGDCKKE_00546	CDS	1587				hypothetical protein
ANGDCKKE_00547	CDS	291				hypothetical protein
ANGDCKKE_00548	CDS	450				hypothetical protein
ANGDCKKE_00549	CDS	1632				hypothetical protein
ANGDCKKE_00550	CDS	1455	coaBC	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
ANGDCKKE_00551	CDS	918		1.1.1.81	COG0111	Hydroxypyruvate reductase
ANGDCKKE_00552	CDS	639	betI			HTH-type transcriptional regulator BetI
ANGDCKKE_00553	CDS	441				hypothetical protein
ANGDCKKE_00554	CDS	846				hypothetical protein
ANGDCKKE_00555	CDS	696				hypothetical protein
ANGDCKKE_00556	CDS	1326				hypothetical protein
ANGDCKKE_00557	CDS	1488	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
ANGDCKKE_00558	CDS	2574	leuS	6.1.1.4		Leucine--tRNA ligase
ANGDCKKE_00559	CDS	234				hypothetical protein
ANGDCKKE_00560	CDS	585	engB		COG0218	putative GTP-binding protein EngB
ANGDCKKE_00561	CDS	990				hypothetical protein
ANGDCKKE_00562	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
ANGDCKKE_00563	CDS	1518	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
ANGDCKKE_00564	CDS	150				hypothetical protein
ANGDCKKE_00565	CDS	171				hypothetical protein
ANGDCKKE_00566	CDS	183				hypothetical protein
ANGDCKKE_00567	CDS	669	bthL	1.97.1.2		Pyrogallol hydroxytransferase small subunit
ANGDCKKE_00568	CDS	840	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
ANGDCKKE_00569	CDS	534	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
ANGDCKKE_00570	CDS	1479		5.1.1.1		Alanine racemase
ANGDCKKE_00571	CDS	567	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
ANGDCKKE_00572	CDS	435				hypothetical protein
ANGDCKKE_00573	CDS	1455	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
ANGDCKKE_00574	CDS	267				hypothetical protein
ANGDCKKE_00575	CDS	1224	rpsA		COG0539	30S ribosomal protein S1
ANGDCKKE_00576	CDS	1047				hypothetical protein
ANGDCKKE_00577	CDS	1053				hypothetical protein
ANGDCKKE_00578	CDS	1737				hypothetical protein
ANGDCKKE_00579	CDS	1509				hypothetical protein
ANGDCKKE_00580	CDS	261				hypothetical protein
ANGDCKKE_00581	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
ANGDCKKE_00582	CDS	1026	amt			Ammonia channel
ANGDCKKE_00583	CDS	654				hypothetical protein
ANGDCKKE_00584	CDS	1002				hypothetical protein
ANGDCKKE_00585	tRNA	75				tRNA-Glu(ttc)
ANGDCKKE_00586	CDS	405				hypothetical protein
ANGDCKKE_00587	CDS	948	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
ANGDCKKE_00588	tRNA	76				tRNA-Arg(ccg)
ANGDCKKE_00589	CDS	720	natR		COG3279	Transcriptional regulatory protein NatR
ANGDCKKE_00590	CDS	387				hypothetical protein
ANGDCKKE_00591	CDS	1041				hypothetical protein
ANGDCKKE_00592	CDS	1875				hypothetical protein
ANGDCKKE_00593	CDS	600		3.1.3.3	COG0560	Phosphoserine phosphatase
ANGDCKKE_00594	CDS	687				hypothetical protein
ANGDCKKE_00595	CDS	909	ppx	3.6.1.11	COG0248	Exopolyphosphatase
ANGDCKKE_00596	CDS	789				hypothetical protein
ANGDCKKE_00597	CDS	753				hypothetical protein
ANGDCKKE_00598	CDS	1830	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
ANGDCKKE_00599	CDS	630				hypothetical protein
ANGDCKKE_00600	CDS	1518	ykoD_2	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
ANGDCKKE_00601	CDS	822	ecfT_4			Energy-coupling factor transporter transmembrane protein EcfT
ANGDCKKE_00602	CDS	975	rhaR_1			HTH-type transcriptional activator RhaR
ANGDCKKE_00603	CDS	354				hypothetical protein
ANGDCKKE_00604	CDS	609	ngr		COG1592	Nigerythrin
ANGDCKKE_00605	CDS	1446	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
ANGDCKKE_00606	CDS	780	arcC1_2	2.7.2.2		Carbamate kinase 1
ANGDCKKE_00607	CDS	1083				hypothetical protein
ANGDCKKE_00608	CDS	780				hypothetical protein
ANGDCKKE_00609	CDS	132	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
ANGDCKKE_00610	CDS	375	dfx	1.15.1.2	COG2033	Desulfoferrodoxin
ANGDCKKE_00611	CDS	483				hypothetical protein
ANGDCKKE_00612	CDS	222				hypothetical protein
ANGDCKKE_00613	CDS	1089				hypothetical protein
ANGDCKKE_00614	CDS	513	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
ANGDCKKE_00615	CDS	819	focA		COG2116	putative formate transporter 1
ANGDCKKE_00616	CDS	1698				hypothetical protein
ANGDCKKE_00617	CDS	1440				hypothetical protein
ANGDCKKE_00618	CDS	861	folD			Bifunctional protein FolD protein
ANGDCKKE_00619	CDS	615	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
ANGDCKKE_00620	CDS	1689	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
ANGDCKKE_00621	CDS	771	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
ANGDCKKE_00622	CDS	696	regX3_1		COG0745	Sensory transduction protein regX3
ANGDCKKE_00623	CDS	645	bioY		COG1268	Biotin transporter BioY
ANGDCKKE_00624	CDS	1539	mepA_1		COG0534	Multidrug export protein MepA
ANGDCKKE_00625	CDS	846	birA_1	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
ANGDCKKE_00626	CDS	1314				hypothetical protein
ANGDCKKE_00627	CDS	612	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ANGDCKKE_00628	CDS	435				hypothetical protein
ANGDCKKE_00629	CDS	216				hypothetical protein
ANGDCKKE_00630	CDS	225				hypothetical protein
ANGDCKKE_00631	CDS	957				hypothetical protein
ANGDCKKE_00632	CDS	468				hypothetical protein
ANGDCKKE_00633	CDS	213				hypothetical protein
ANGDCKKE_00634	CDS	240				hypothetical protein
ANGDCKKE_00635	CDS	495				hypothetical protein
ANGDCKKE_00636	CDS	630				hypothetical protein
ANGDCKKE_00637	CDS	762				hypothetical protein
ANGDCKKE_00638	CDS	2025				hypothetical protein
ANGDCKKE_00639	CDS	1527				hypothetical protein
ANGDCKKE_00640	CDS	507				hypothetical protein
ANGDCKKE_00641	tRNA	78				tRNA-Met(cat)
ANGDCKKE_00642	CDS	774				hypothetical protein
ANGDCKKE_00643	CDS	576	lspA	3.4.23.36		Lipoprotein signal peptidase
ANGDCKKE_00644	CDS	2847	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
ANGDCKKE_00645	CDS	873			COG1307	DegV domain-containing protein
ANGDCKKE_00646	CDS	1299	dinB	2.7.7.7		DNA polymerase IV
ANGDCKKE_00647	CDS	828	coaX_2	2.7.1.33	COG1521	Type III pantothenate kinase
ANGDCKKE_00648	CDS	1020				hypothetical protein
ANGDCKKE_00649	CDS	1230	rfbD	5.4.99.9		UDP-galactopyranose mutase
ANGDCKKE_00650	CDS	1011	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
ANGDCKKE_00651	CDS	504				hypothetical protein
ANGDCKKE_00652	CDS	1596				hypothetical protein
ANGDCKKE_00653	CDS	1563				hypothetical protein
ANGDCKKE_00654	CDS	381				hypothetical protein
ANGDCKKE_00655	CDS	1110	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
ANGDCKKE_00656	CDS	501	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
ANGDCKKE_00657	CDS	1287	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
ANGDCKKE_00658	CDS	903				hypothetical protein
ANGDCKKE_00659	CDS	1056	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
ANGDCKKE_00660	CDS	306				hypothetical protein
ANGDCKKE_00661	CDS	357				hypothetical protein
ANGDCKKE_00662	CDS	720	msrQ_2			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
ANGDCKKE_00663	CDS	735				hypothetical protein
ANGDCKKE_00664	CDS	663	ttrB_3		COG0437	Tetrathionate reductase subunit B
ANGDCKKE_00665	CDS	2481	dmsA_5	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
ANGDCKKE_00666	CDS	105				hypothetical protein
ANGDCKKE_00667	CDS	711	walR_5		COG0745	Transcriptional regulatory protein WalR
ANGDCKKE_00668	CDS	1716	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
ANGDCKKE_00669	CDS	672				hypothetical protein
ANGDCKKE_00670	tRNA	83				tRNA-Leu(taa)
ANGDCKKE_00671	CDS	951	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
ANGDCKKE_00672	CDS	939				hypothetical protein
ANGDCKKE_00673	CDS	381	mntR		COG1321	Transcriptional regulator MntR
ANGDCKKE_00674	CDS	303				hypothetical protein
ANGDCKKE_00675	CDS	2337	feoB		COG0370	Fe(2+) transporter FeoB
ANGDCKKE_00676	CDS	231				hypothetical protein
ANGDCKKE_00677	CDS	282				hypothetical protein
ANGDCKKE_00678	CDS	816				hypothetical protein
ANGDCKKE_00679	CDS	909				hypothetical protein
ANGDCKKE_00680	CDS	717				hypothetical protein
ANGDCKKE_00681	CDS	192	rpmB		COG0227	50S ribosomal protein L28
ANGDCKKE_00682	CDS	693	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
ANGDCKKE_00683	CDS	1398	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
ANGDCKKE_00684	CDS	2298				hypothetical protein
ANGDCKKE_00685	CDS	117				hypothetical protein
ANGDCKKE_00686	CDS	180				hypothetical protein
ANGDCKKE_00687	CDS	1257	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
ANGDCKKE_00688	CDS	324				hypothetical protein
ANGDCKKE_00689	CDS	735	arsM	2.1.1.137		Arsenite methyltransferase
ANGDCKKE_00690	CDS	486	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
ANGDCKKE_00691	CDS	1071	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
ANGDCKKE_00692	CDS	207				hypothetical protein
ANGDCKKE_00693	CDS	738				hypothetical protein
ANGDCKKE_00694	CDS	1791	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ANGDCKKE_00695	CDS	585				hypothetical protein
ANGDCKKE_00696	CDS	933	torD_5			Chaperone protein TorD
ANGDCKKE_00697	CDS	861				hypothetical protein
ANGDCKKE_00698	CDS	591	soeB_4		COG0437	Sulfite dehydrogenase subunit B
ANGDCKKE_00699	CDS	2856	napA_2	1.9.6.1		Periplasmic nitrate reductase
ANGDCKKE_00700	CDS	711				hypothetical protein
ANGDCKKE_00701	CDS	1449				hypothetical protein
ANGDCKKE_00702	CDS	117				hypothetical protein
ANGDCKKE_00703	CDS	1026				hypothetical protein
ANGDCKKE_00704	CDS	579	napG_1		COG1145	Ferredoxin-type protein NapG
ANGDCKKE_00705	CDS	675	torD_6			Chaperone protein TorD
ANGDCKKE_00706	CDS	849				hypothetical protein
ANGDCKKE_00707	CDS	588	soeB_5		COG0437	Sulfite dehydrogenase subunit B
ANGDCKKE_00708	CDS	2874	napA_3	1.9.6.1		Periplasmic nitrate reductase
ANGDCKKE_00709	CDS	696				hypothetical protein
ANGDCKKE_00710	CDS	1452				hypothetical protein
ANGDCKKE_00711	CDS	1329				hypothetical protein
ANGDCKKE_00712	CDS	327	gdx			Guanidinium exporter
ANGDCKKE_00713	CDS	726				hypothetical protein
ANGDCKKE_00714	CDS	360				hypothetical protein
ANGDCKKE_00715	CDS	1893				hypothetical protein
ANGDCKKE_00716	CDS	1428				hypothetical protein
ANGDCKKE_00717	CDS	1428				hypothetical protein
ANGDCKKE_00718	CDS	1068				hypothetical protein
ANGDCKKE_00719	CDS	258				hypothetical protein
ANGDCKKE_00720	CDS	1428	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
ANGDCKKE_00721	CDS	537	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
ANGDCKKE_00722	CDS	1011				hypothetical protein
ANGDCKKE_00723	CDS	684	napG_2		COG1145	Ferredoxin-type protein NapG
ANGDCKKE_00724	CDS	867				hypothetical protein
ANGDCKKE_00725	CDS	870				hypothetical protein
ANGDCKKE_00726	CDS	618	phsB_1		COG0437	Thiosulfate reductase electron transfer subunit PhsB
ANGDCKKE_00727	CDS	837				hypothetical protein
ANGDCKKE_00728	CDS	612				hypothetical protein
ANGDCKKE_00729	CDS	3075	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
ANGDCKKE_00730	CDS	912				hypothetical protein
ANGDCKKE_00731	CDS	837				hypothetical protein
ANGDCKKE_00732	CDS	1020				hypothetical protein
ANGDCKKE_00733	CDS	708				hypothetical protein
ANGDCKKE_00734	CDS	468	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
ANGDCKKE_00735	CDS	1680	ettA		COG0488	Energy-dependent translational throttle protein EttA
ANGDCKKE_00736	CDS	555				hypothetical protein
ANGDCKKE_00737	CDS	768	pezT	2.7.1.176		Toxin PezT
ANGDCKKE_00738	CDS	507				hypothetical protein
ANGDCKKE_00739	CDS	717	scpA		COG1354	Segregation and condensation protein A
ANGDCKKE_00740	CDS	981	scpB			Segregation and condensation protein B
ANGDCKKE_00741	CDS	828	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
ANGDCKKE_00742	CDS	825	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
ANGDCKKE_00743	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
ANGDCKKE_00744	CDS	399	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
ANGDCKKE_00745	CDS	981				hypothetical protein
ANGDCKKE_00746	CDS	2265	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
ANGDCKKE_00747	CDS	1419				hypothetical protein
ANGDCKKE_00748	CDS	1176				hypothetical protein
ANGDCKKE_00749	CDS	489				hypothetical protein
ANGDCKKE_00750	CDS	327				hypothetical protein
ANGDCKKE_00751	CDS	1647				hypothetical protein
ANGDCKKE_00752	CDS	708				hypothetical protein
ANGDCKKE_00753	CDS	2214	phsA_1	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
ANGDCKKE_00754	CDS	537	ttrB_4		COG0437	Tetrathionate reductase subunit B
ANGDCKKE_00755	CDS	867				hypothetical protein
ANGDCKKE_00756	CDS	1524				hypothetical protein
