locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPEOJCLM_00394	CDS	945	pyrB	2.1.3.2		Aspartate carbamoyltransferase
HPEOJCLM_00395	CDS	597	pyrR			Bifunctional protein PyrR
HPEOJCLM_00396	CDS	537	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
HPEOJCLM_00397	CDS	717				hypothetical protein
HPEOJCLM_00398	CDS	1674	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
HPEOJCLM_00399	CDS	861				hypothetical protein
HPEOJCLM_00400	CDS	3645	napA_2	1.9.6.1		Periplasmic nitrate reductase
HPEOJCLM_00401	CDS	660	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
HPEOJCLM_00402	CDS	915				hypothetical protein
HPEOJCLM_00403	CDS	1335				hypothetical protein
HPEOJCLM_00404	CDS	1206	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
HPEOJCLM_00405	CDS	1410	galK	2.7.1.6		Galactokinase
HPEOJCLM_00406	CDS	2070	lacZ	3.2.1.23		Beta-galactosidase
HPEOJCLM_00407	CDS	639				hypothetical protein
HPEOJCLM_00408	CDS	1104				hypothetical protein
HPEOJCLM_00409	CDS	1620				hypothetical protein
HPEOJCLM_00410	CDS	1716	ifcA_5	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
HPEOJCLM_00411	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
HPEOJCLM_00412	CDS	96				hypothetical protein
HPEOJCLM_00413	CDS	237				hypothetical protein
HPEOJCLM_00414	CDS	1302				hypothetical protein
HPEOJCLM_00415	CDS	864	torD_4			Chaperone protein TorD
HPEOJCLM_00416	CDS	576	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HPEOJCLM_00417	CDS	2895	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
HPEOJCLM_00418	CDS	912	hdfR_1			HTH-type transcriptional regulator HdfR
HPEOJCLM_00419	CDS	1146				hypothetical protein
HPEOJCLM_00420	CDS	1818	ade	3.5.4.2	COG1001	Adenine deaminase
HPEOJCLM_00421	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HPEOJCLM_00422	CDS	945	pyrG_1	6.3.4.2		CTP synthase
HPEOJCLM_00423	CDS	405	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
HPEOJCLM_00424	CDS	999	feuB		COG0609	Iron-uptake system permease protein FeuB
HPEOJCLM_00425	CDS	1005	yfhA		COG0609	putative siderophore transport system permease protein YfhA
HPEOJCLM_00426	CDS	921	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
HPEOJCLM_00427	CDS	426				hypothetical protein
HPEOJCLM_00428	CDS	291				hypothetical protein
HPEOJCLM_00429	CDS	1182				hypothetical protein
HPEOJCLM_00430	CDS	183				hypothetical protein
HPEOJCLM_00431	CDS	1641				hypothetical protein
HPEOJCLM_00432	CDS	1788				hypothetical protein
HPEOJCLM_00433	CDS	1353	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
HPEOJCLM_00434	tRNA	77				tRNA-Met(cat)
HPEOJCLM_00435	tRNA	76				tRNA-Thr(ggt)
HPEOJCLM_00436	tRNA	85				tRNA-Tyr(gta)
HPEOJCLM_00437	CDS	1170				hypothetical protein
HPEOJCLM_00438	CDS	1191	fprA	1.-.-.-	COG0426	Nitric oxide reductase
HPEOJCLM_00439	CDS	1563	opuE_1		COG0591	Osmoregulated proline transporter OpuE
HPEOJCLM_00440	CDS	1290			COG1167	Putative aminotransferase/MSMEI_6121
HPEOJCLM_00441	CDS	1401		6.3.1.12		D-aspartate ligase
HPEOJCLM_00442	CDS	732		5.1.1.13		Aspartate racemase
HPEOJCLM_00443	CDS	1881	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
HPEOJCLM_00444	CDS	960				hypothetical protein
HPEOJCLM_00445	CDS	387				hypothetical protein
HPEOJCLM_00446	CDS	879				hypothetical protein
HPEOJCLM_00447	CDS	765	dmsD_1			Tat proofreading chaperone DmsD
HPEOJCLM_00448	CDS	627	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HPEOJCLM_00449	CDS	2175	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
HPEOJCLM_00450	CDS	363		1.1.1.38		NAD-dependent malic enzyme
HPEOJCLM_00451	CDS	747	tmk	2.7.4.9	COG0125	Thymidylate kinase
HPEOJCLM_00452	CDS	1350	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
HPEOJCLM_00453	CDS	651	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
HPEOJCLM_00454	CDS	912				hypothetical protein
HPEOJCLM_00455	CDS	753				hypothetical protein
HPEOJCLM_00456	CDS	405				hypothetical protein
HPEOJCLM_00457	tRNA	75				tRNA-Glu(ttc)
HPEOJCLM_00458	CDS	1002				hypothetical protein
HPEOJCLM_00459	CDS	1458	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
HPEOJCLM_00460	CDS	312				hypothetical protein
HPEOJCLM_00461	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
HPEOJCLM_00462	CDS	261	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
HPEOJCLM_00463	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
HPEOJCLM_00464	CDS	783				hypothetical protein
HPEOJCLM_00465	CDS	2361	comEC		COG0658	ComE operon protein 3
HPEOJCLM_00466	CDS	987	yqeN		COG1466	putative protein YqeN
HPEOJCLM_00467	CDS	1128	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
HPEOJCLM_00468	CDS	1626				hypothetical protein
HPEOJCLM_00469	CDS	1149				TelA-like protein
HPEOJCLM_00470	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HPEOJCLM_00471	CDS	1221	mltG	4.2.2.-		Endolytic murein transglycosylase
HPEOJCLM_00472	CDS	633				hypothetical protein
HPEOJCLM_00473	CDS	930	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
HPEOJCLM_00474	CDS	1440	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
HPEOJCLM_00475	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
HPEOJCLM_00476	CDS	537	aroK_1	2.7.1.71	COG0703	Shikimate kinase
HPEOJCLM_00477	CDS	1116	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HPEOJCLM_00478	CDS	1131				hypothetical protein
HPEOJCLM_00479	CDS	801				hypothetical protein
HPEOJCLM_00480	CDS	1617				hypothetical protein
HPEOJCLM_00481	CDS	1524				hypothetical protein
HPEOJCLM_00482	CDS	282				hypothetical protein
HPEOJCLM_00483	CDS	450				hypothetical protein
HPEOJCLM_00484	CDS	186				hypothetical protein
HPEOJCLM_00485	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
HPEOJCLM_00486	CDS	927	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
HPEOJCLM_00487	CDS	228				hypothetical protein
HPEOJCLM_00488	CDS	1593				hypothetical protein
HPEOJCLM_00489	CDS	870				hypothetical protein
HPEOJCLM_00490	CDS	1281				hypothetical protein
HPEOJCLM_00491	CDS	438				hypothetical protein
HPEOJCLM_00492	CDS	1311	vioD_2	4.2.1.145		Capreomycidine synthase
HPEOJCLM_00493	CDS	1839	sfrB	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
HPEOJCLM_00494	CDS	1794	hndD	1.12.1.3	COG3383	NADP-reducing hydrogenase subunit HndD
HPEOJCLM_00495	CDS	1224	bioB	2.8.1.6		Biotin synthase
HPEOJCLM_00496	CDS	1446				hypothetical protein
HPEOJCLM_00497	CDS	1305	der_2			GTPase Der
HPEOJCLM_00498	CDS	2175	smc_2			Chromosome partition protein Smc
HPEOJCLM_00499	CDS	2595	smc_3			Chromosome partition protein Smc
HPEOJCLM_00500	CDS	657				hypothetical protein
HPEOJCLM_00501	CDS	909				hypothetical protein
HPEOJCLM_00502	CDS	912	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
HPEOJCLM_00503	CDS	1917	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPEOJCLM_00504	CDS	789				hypothetical protein
HPEOJCLM_00505	CDS	2334				hypothetical protein
HPEOJCLM_00506	CDS	1266				hypothetical protein
HPEOJCLM_00507	CDS	819	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
HPEOJCLM_00508	CDS	600				hypothetical protein
HPEOJCLM_00509	CDS	282				hypothetical protein
HPEOJCLM_00510	CDS	255				hypothetical protein
HPEOJCLM_00511	CDS	1224				hypothetical protein
HPEOJCLM_00512	CDS	843	clpB		COG0542	Chaperone protein ClpB
HPEOJCLM_00513	CDS	675				hypothetical protein
HPEOJCLM_00514	CDS	630				hypothetical protein
HPEOJCLM_00515	CDS	495				hypothetical protein
HPEOJCLM_00516	CDS	240				hypothetical protein
HPEOJCLM_00517	CDS	213				hypothetical protein
HPEOJCLM_00518	CDS	468				hypothetical protein
HPEOJCLM_00519	CDS	1410				hypothetical protein
HPEOJCLM_00520	CDS	525				hypothetical protein
HPEOJCLM_00521	CDS	870	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPEOJCLM_00522	CDS	813	fetB		COG0390	putative iron export permease protein FetB
HPEOJCLM_00523	CDS	1605				hypothetical protein
HPEOJCLM_00524	CDS	870				hypothetical protein
HPEOJCLM_00525	CDS	1062				hypothetical protein
HPEOJCLM_00526	CDS	924	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
HPEOJCLM_00527	CDS	540				hypothetical protein
HPEOJCLM_00528	CDS	402				hypothetical protein
HPEOJCLM_00529	CDS	555				hypothetical protein
HPEOJCLM_00530	CDS	810				hypothetical protein
HPEOJCLM_00531	CDS	246				hypothetical protein
HPEOJCLM_00532	CDS	363				hypothetical protein
HPEOJCLM_00533	CDS	2109	rssB			Regulator of RpoS
HPEOJCLM_00534	CDS	1236	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
HPEOJCLM_00535	CDS	663	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
HPEOJCLM_00536	CDS	1584				hypothetical protein
HPEOJCLM_00537	CDS	2208				hypothetical protein
HPEOJCLM_00538	CDS	3144				hypothetical protein
HPEOJCLM_00539	CDS	1197				hypothetical protein
HPEOJCLM_00540	CDS	612	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
HPEOJCLM_00541	CDS	651				hypothetical protein
HPEOJCLM_00542	CDS	732	walR_1		COG0745	Transcriptional regulatory protein WalR
HPEOJCLM_00543	CDS	1743	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
HPEOJCLM_00544	CDS	597	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HPEOJCLM_00545	CDS	2667	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
HPEOJCLM_00546	CDS	648				hypothetical protein
HPEOJCLM_00547	CDS	312				hypothetical protein
HPEOJCLM_00548	CDS	306				hypothetical protein
HPEOJCLM_00549	CDS	702				hypothetical protein
HPEOJCLM_00550	CDS	2307				hypothetical protein
HPEOJCLM_00551	CDS	585				hypothetical protein
HPEOJCLM_00552	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
HPEOJCLM_00553	CDS	489	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
HPEOJCLM_00554	CDS	960			COG1702	PhoH-like protein
HPEOJCLM_00555	CDS	363	eriC		COG0038	Chloride/fluoride channel protein
HPEOJCLM_00556	CDS	180	rpmF			50S ribosomal protein L32
HPEOJCLM_00557	CDS	1059	plsX	2.3.1.274		Phosphate acyltransferase
HPEOJCLM_00558	CDS	873	rnc	3.1.26.3		Ribonuclease 3
HPEOJCLM_00559	CDS	561				hypothetical protein
HPEOJCLM_00560	CDS	1455	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
HPEOJCLM_00561	CDS	792			COG1307	DegV domain-containing protein
HPEOJCLM_00562	CDS	1005				hypothetical protein
HPEOJCLM_00563	CDS	846				hypothetical protein
HPEOJCLM_00564	CDS	903			COG1307	DegV domain-containing protein
HPEOJCLM_00565	CDS	957				hypothetical protein
HPEOJCLM_00566	CDS	1518				hypothetical protein
HPEOJCLM_00567	CDS	885				hypothetical protein
HPEOJCLM_00568	CDS	684	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HPEOJCLM_00569	tRNA	75				tRNA-Thr(tgt)
HPEOJCLM_00570	CDS	297				hypothetical protein
HPEOJCLM_00571	CDS	1158	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
HPEOJCLM_00572	CDS	468	smpB		COG0691	SsrA-binding protein
HPEOJCLM_00573	CDS	633				hypothetical protein
HPEOJCLM_00574	CDS	954	cbh	3.5.1.24		Choloylglycine hydrolase
HPEOJCLM_00575	tmRNA	380	ssrA			transfer-messenger RNA, SsrA
HPEOJCLM_00576	CDS	1695				hypothetical protein
HPEOJCLM_00577	CDS	876	murI	5.1.1.3		Glutamate racemase
HPEOJCLM_00578	CDS	627	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HPEOJCLM_00579	CDS	384	adhR_2		COG0789	HTH-type transcriptional regulator AdhR
HPEOJCLM_00580	CDS	732	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
HPEOJCLM_00581	CDS	204				hypothetical protein
HPEOJCLM_00582	CDS	840				hypothetical protein
HPEOJCLM_00583	CDS	1725				hypothetical protein
HPEOJCLM_00584	CDS	606				hypothetical protein
HPEOJCLM_00585	CDS	1428				hypothetical protein
HPEOJCLM_00586	CDS	1383				hypothetical protein
HPEOJCLM_00587	CDS	1236				hypothetical protein
HPEOJCLM_00588	CDS	165				hypothetical protein
HPEOJCLM_00589	CDS	1539	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
HPEOJCLM_00590	CDS	1185				hypothetical protein
HPEOJCLM_00591	CDS	255	dltC		COG0236	D-alanyl carrier protein
HPEOJCLM_00592	CDS	1527				hypothetical protein
HPEOJCLM_00593	CDS	114				hypothetical protein
HPEOJCLM_00594	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
HPEOJCLM_00595	CDS	369				hypothetical protein
HPEOJCLM_00596	CDS	693	hrb		COG1773	High molecular weight rubredoxin
HPEOJCLM_00597	CDS	126				hypothetical protein
HPEOJCLM_00598	CDS	243				hypothetical protein
HPEOJCLM_00599	CDS	2535				hypothetical protein
HPEOJCLM_00600	CDS	330	toxA	3.4.22.-		Toxin A
HPEOJCLM_00601	CDS	675	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
HPEOJCLM_00602	CDS	549	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
HPEOJCLM_00603	tRNA	76				tRNA-Ala(cgc)
HPEOJCLM_00604	CDS	1146	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
HPEOJCLM_00605	CDS	2268				hypothetical protein
HPEOJCLM_00606	CDS	576	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
HPEOJCLM_00607	CDS	915	ligA	6.5.1.2	COG0272	DNA ligase
HPEOJCLM_00608	tRNA	77				tRNA-His(gtg)
HPEOJCLM_00609	CDS	714	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
HPEOJCLM_00610	CDS	378				hypothetical protein
HPEOJCLM_00611	CDS	2088	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HPEOJCLM_00612	CDS	912	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
HPEOJCLM_00613	CDS	1020				hypothetical protein
HPEOJCLM_00614	CDS	2718	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
HPEOJCLM_00615	CDS	741				hypothetical protein
HPEOJCLM_00616	CDS	450	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
HPEOJCLM_00617	CDS	1146		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
HPEOJCLM_00618	CDS	96				hypothetical protein
HPEOJCLM_00619	CDS	1344	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
HPEOJCLM_00620	CDS	675				hypothetical protein
HPEOJCLM_00621	CDS	2628	polA	2.7.7.7		DNA polymerase I
HPEOJCLM_00622	CDS	795				hypothetical protein
HPEOJCLM_00623	CDS	1398				hypothetical protein
HPEOJCLM_00624	CDS	2091				hypothetical protein
HPEOJCLM_00625	CDS	387				hypothetical protein
HPEOJCLM_00626	CDS	432	trkA_1		COG0569	Trk system potassium uptake protein TrkA
HPEOJCLM_00627	CDS	582				hypothetical protein
HPEOJCLM_00628	CDS	1536	trkH_1		COG0168	Trk system potassium uptake protein TrkH
HPEOJCLM_00629	CDS	867				hypothetical protein
HPEOJCLM_00630	CDS	294				hypothetical protein
HPEOJCLM_00631	CDS	183				hypothetical protein
HPEOJCLM_00632	CDS	477				hypothetical protein
HPEOJCLM_00633	CDS	1275				hypothetical protein
HPEOJCLM_00634	CDS	282				hypothetical protein
HPEOJCLM_00635	CDS	1581				hypothetical protein
HPEOJCLM_00636	CDS	729				hypothetical protein
HPEOJCLM_00637	CDS	729	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
HPEOJCLM_00638	CDS	1707	dauA		COG0659	C4-dicarboxylic acid transporter DauA
HPEOJCLM_00639	CDS	801		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
HPEOJCLM_00640	CDS	1152	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
HPEOJCLM_00641	CDS	1389	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
HPEOJCLM_00642	CDS	1101	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
HPEOJCLM_00643	CDS	1347	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HPEOJCLM_00644	CDS	1017	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
HPEOJCLM_00645	CDS	471				hypothetical protein
HPEOJCLM_00646	CDS	1200				hypothetical protein
HPEOJCLM_00647	CDS	1653	ubiB	2.7.-.-		protein kinase UbiB
HPEOJCLM_00648	CDS	1284				hypothetical protein
HPEOJCLM_00649	CDS	870				hypothetical protein
HPEOJCLM_00650	CDS	414	fhaB		COG1716	FHA domain-containing protein FhaB
HPEOJCLM_00651	CDS	1317				hypothetical protein
HPEOJCLM_00652	CDS	2784	ftsI_1	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
HPEOJCLM_00653	CDS	1923	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
HPEOJCLM_00654	CDS	900				hypothetical protein
HPEOJCLM_00655	CDS	561	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
HPEOJCLM_00656	CDS	852	senX3	2.7.13.3		Signal-transduction histidine kinase senX3
HPEOJCLM_00657	CDS	732	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
HPEOJCLM_00658	CDS	1044				hypothetical protein
HPEOJCLM_00659	CDS	1863	urdA_3	1.3.99.33	COG0431	Urocanate reductase
HPEOJCLM_00660	CDS	1386				hypothetical protein
HPEOJCLM_00661	CDS	1347				hypothetical protein
HPEOJCLM_00662	CDS	111				hypothetical protein
HPEOJCLM_00663	CDS	828	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
HPEOJCLM_00664	CDS	999	pstA		COG0581	Phosphate transport system permease protein PstA
HPEOJCLM_00665	CDS	972	pstC		COG0573	Phosphate transport system permease protein PstC
HPEOJCLM_00666	CDS	1566				hypothetical protein
HPEOJCLM_00667	CDS	738				hypothetical protein
HPEOJCLM_00668	CDS	999				hypothetical protein
HPEOJCLM_00669	CDS	1278	lysC	2.7.2.4	COG0527	Aspartokinase
HPEOJCLM_00670	CDS	1050	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
HPEOJCLM_00671	CDS	1080				hypothetical protein
HPEOJCLM_00672	CDS	1110				hypothetical protein
HPEOJCLM_00673	CDS	1059	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
HPEOJCLM_00674	CDS	1224				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
HPEOJCLM_00675	CDS	714	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
HPEOJCLM_00676	CDS	1395				hypothetical protein
HPEOJCLM_00677	CDS	717	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
HPEOJCLM_00678	CDS	1731	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
HPEOJCLM_00679	CDS	576	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
HPEOJCLM_00680	CDS	2631	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
HPEOJCLM_00681	CDS	2349		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
HPEOJCLM_00682	CDS	477	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
HPEOJCLM_00683	CDS	522				hypothetical protein
HPEOJCLM_00684	CDS	1410	ribZ			Riboflavin transporter RibZ
HPEOJCLM_00685	CDS	651	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
HPEOJCLM_00686	CDS	969	glsA1	3.5.1.2	COG2066	Glutaminase 1
HPEOJCLM_00687	CDS	753	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
HPEOJCLM_00688	CDS	432				hypothetical protein
HPEOJCLM_00689	CDS	951	mrr		COG1715	Mrr restriction system protein
HPEOJCLM_00690	CDS	927				hypothetical protein
HPEOJCLM_00691	CDS	687	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
HPEOJCLM_00692	CDS	366	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
HPEOJCLM_00693	CDS	1089	hycE		COG3261	Formate hydrogenlyase subunit 5
HPEOJCLM_00694	CDS	384				hypothetical protein
HPEOJCLM_00695	CDS	408	fixA_1		COG2086	Protein FixA
HPEOJCLM_00696	CDS	885	fixB_1		COG2025	Protein FixB
HPEOJCLM_00697	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
HPEOJCLM_00698	CDS	297	fixX_1		COG2440	Ferredoxin-like protein FixX
HPEOJCLM_00699	CDS	1533				hypothetical protein
HPEOJCLM_00700	CDS	483				hypothetical protein
HPEOJCLM_00701	CDS	1467				hypothetical protein
HPEOJCLM_00702	CDS	1827				hypothetical protein
HPEOJCLM_00703	CDS	1431	alsT_2		COG1115	Amino-acid carrier protein AlsT
HPEOJCLM_00704	CDS	1431	alsT_3		COG1115	Amino-acid carrier protein AlsT
HPEOJCLM_00705	CDS	180				hypothetical protein
HPEOJCLM_00706	CDS	777	mprA		COG0745	Response regulator MprA
HPEOJCLM_00707	CDS	945	bcrA			Bacitracin transport ATP-binding protein BcrA
HPEOJCLM_00708	CDS	1140				hypothetical protein
HPEOJCLM_00709	CDS	882	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
HPEOJCLM_00710	CDS	264				hypothetical protein
HPEOJCLM_00711	CDS	672	trkA_2		COG0569	Trk system potassium uptake protein TrkA
HPEOJCLM_00712	CDS	663				hypothetical protein
HPEOJCLM_00713	CDS	771				hypothetical protein
HPEOJCLM_00714	CDS	852				hypothetical protein
HPEOJCLM_00715	CDS	1968				hypothetical protein
HPEOJCLM_00716	CDS	492				hypothetical protein
HPEOJCLM_00717	CDS	219				hypothetical protein
HPEOJCLM_00718	CDS	618				hypothetical protein
HPEOJCLM_00719	CDS	675	graR		COG0745	Response regulator protein GraR
HPEOJCLM_00720	CDS	1077	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
HPEOJCLM_00721	CDS	99				hypothetical protein
HPEOJCLM_00722	CDS	1026	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPEOJCLM_00723	CDS	2214				hypothetical protein
HPEOJCLM_00724	CDS	444	yqeY		COG1610	putative protein YqeY
HPEOJCLM_00725	CDS	1170				hypothetical protein
HPEOJCLM_00726	CDS	873				hypothetical protein
HPEOJCLM_00727	CDS	663	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
HPEOJCLM_00728	CDS	3519	napA_3	1.9.6.1		Periplasmic nitrate reductase
HPEOJCLM_00729	CDS	1677				hypothetical protein
HPEOJCLM_00730	CDS	1215	napF_1			Ferredoxin-type protein NapF
HPEOJCLM_00731	CDS	870				hypothetical protein
HPEOJCLM_00732	CDS	675				hypothetical protein
HPEOJCLM_00733	CDS	921				hypothetical protein
HPEOJCLM_00734	CDS	696	torD_5			Chaperone protein TorD
HPEOJCLM_00735	CDS	639	napG_3		COG1145	Ferredoxin-type protein NapG
HPEOJCLM_00736	CDS	1083				hypothetical protein
HPEOJCLM_00737	CDS	2001				hypothetical protein
HPEOJCLM_00738	CDS	372				hypothetical protein
HPEOJCLM_00739	CDS	1092	hypD		COG0409	Hydrogenase maturation factor HypD
HPEOJCLM_00740	CDS	249	hypC		COG0298	Hydrogenase maturation factor HypC
HPEOJCLM_00741	CDS	2493	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
HPEOJCLM_00742	CDS	1902	pgi	5.3.1.9		Glucose-6-phosphate isomerase
HPEOJCLM_00743	CDS	714	lytR		COG3279	Sensory transduction protein LytR
HPEOJCLM_00744	CDS	1410	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
HPEOJCLM_00745	CDS	1347	gltT			Proton/sodium-glutamate symport protein
HPEOJCLM_00746	CDS	1971	urdA_4	1.3.99.33	COG0431	Urocanate reductase
HPEOJCLM_00747	CDS	687	tal	2.2.1.2	COG0176	putative transaldolase
HPEOJCLM_00748	CDS	885	cmpR_3			HTH-type transcriptional activator CmpR
HPEOJCLM_00749	CDS	1074				hypothetical protein
HPEOJCLM_00750	CDS	1125				hypothetical protein
HPEOJCLM_00751	CDS	561	yrdA		COG0663	Protein YrdA
HPEOJCLM_00752	CDS	951				hypothetical protein
HPEOJCLM_00753	CDS	1938	rnr	3.1.13.1	COG0557	Ribonuclease R
HPEOJCLM_00754	CDS	1011	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HPEOJCLM_00755	CDS	1485	panF		COG4145	Sodium/pantothenate symporter
HPEOJCLM_00756	CDS	327				hypothetical protein
HPEOJCLM_00757	CDS	189				hypothetical protein
HPEOJCLM_00758	CDS	303				hypothetical protein
HPEOJCLM_00759	CDS	714	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
HPEOJCLM_00760	CDS	792	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
HPEOJCLM_00761	CDS	705	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
HPEOJCLM_00762	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
