locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJKJFEJM_00396	CDS	1401		6.3.1.12		D-aspartate ligase
KJKJFEJM_00397	CDS	732		5.1.1.13		Aspartate racemase
KJKJFEJM_00398	CDS	1881	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
KJKJFEJM_00399	CDS	960				hypothetical protein
KJKJFEJM_00400	CDS	387				hypothetical protein
KJKJFEJM_00401	CDS	879				hypothetical protein
KJKJFEJM_00402	CDS	765	dmsD_1			Tat proofreading chaperone DmsD
KJKJFEJM_00403	CDS	627	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00404	CDS	2655	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJKJFEJM_00405	CDS	714	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KJKJFEJM_00406	CDS	1008				hypothetical protein
KJKJFEJM_00407	CDS	837				hypothetical protein
KJKJFEJM_00408	CDS	717	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KJKJFEJM_00409	CDS	1731	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00410	CDS	576	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00411	CDS	2631	dmsA_5	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJKJFEJM_00412	CDS	543		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
KJKJFEJM_00413	CDS	1038				hypothetical protein
KJKJFEJM_00414	CDS	510				hypothetical protein
KJKJFEJM_00415	CDS	2193	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
KJKJFEJM_00416	CDS	1407				hypothetical protein
KJKJFEJM_00417	CDS	279				hypothetical protein
KJKJFEJM_00418	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KJKJFEJM_00419	CDS	1383	argG	6.3.4.5		Argininosuccinate synthase
KJKJFEJM_00420	CDS	1236	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
KJKJFEJM_00421	CDS	948	argB_1	2.7.2.8	COG0548	Acetylglutamate kinase
KJKJFEJM_00422	CDS	1299	argJ_1			Arginine biosynthesis bifunctional protein ArgJ
KJKJFEJM_00423	CDS	1059	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
KJKJFEJM_00424	CDS	429	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
KJKJFEJM_00425	CDS	282				hypothetical protein
KJKJFEJM_00426	CDS	1149				hypothetical protein
KJKJFEJM_00427	CDS	1500				hypothetical protein
KJKJFEJM_00428	CDS	1560	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
KJKJFEJM_00429	CDS	327				hypothetical protein
KJKJFEJM_00430	CDS	102				hypothetical protein
KJKJFEJM_00431	CDS	222				hypothetical protein
KJKJFEJM_00432	CDS	786				hypothetical protein
KJKJFEJM_00433	CDS	666				hypothetical protein
KJKJFEJM_00434	CDS	660				hypothetical protein
KJKJFEJM_00435	CDS	2298		1.-.-.-		NADH oxidase
KJKJFEJM_00436	CDS	1695				hypothetical protein
KJKJFEJM_00437	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
KJKJFEJM_00438	CDS	843	ispD	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
KJKJFEJM_00439	CDS	2583	clpC1			ATP-dependent Clp protease ATP-binding subunit ClpC1
KJKJFEJM_00440	CDS	1062				hypothetical protein
KJKJFEJM_00441	CDS	1977	epmA	6.3.1.-		Elongation factor P--(R)-beta-lysine ligase
KJKJFEJM_00442	CDS	471	greA		COG0782	Transcription elongation factor GreA
KJKJFEJM_00443	CDS	270	tatA_1			Sec-independent protein translocase protein TatA
KJKJFEJM_00444	CDS	507				hypothetical protein
KJKJFEJM_00445	CDS	402	adhR_1		COG0789	HTH-type transcriptional regulator AdhR
KJKJFEJM_00446	CDS	651				hypothetical protein
KJKJFEJM_00447	CDS	240				hypothetical protein
KJKJFEJM_00448	CDS	1221	ackA_1	2.7.2.1	COG0282	Acetate kinase
KJKJFEJM_00449	tRNA	77				tRNA-Pro(cgg)
KJKJFEJM_00450	CDS	483	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
KJKJFEJM_00451	CDS	1194				hypothetical protein
KJKJFEJM_00452	CDS	951				hypothetical protein
KJKJFEJM_00453	CDS	204				hypothetical protein
KJKJFEJM_00454	CDS	504				hypothetical protein
KJKJFEJM_00455	CDS	1032	purH	3.5.4.10		Bifunctional purine biosynthesis protein PurH
KJKJFEJM_00456	CDS	339				hypothetical protein
KJKJFEJM_00457	CDS	822				hypothetical protein
KJKJFEJM_00458	CDS	1389				hypothetical protein
KJKJFEJM_00459	CDS	1323	proP_1			Proline/betaine transporter
KJKJFEJM_00460	CDS	831	crnA	3.5.2.10		Creatinine amidohydrolase
KJKJFEJM_00461	CDS	1170				hypothetical protein
KJKJFEJM_00462	CDS	585				hypothetical protein
KJKJFEJM_00463	CDS	885	map_2	3.4.11.18	COG0024	Methionine aminopeptidase
KJKJFEJM_00464	CDS	681				hypothetical protein
KJKJFEJM_00465	CDS	333				hypothetical protein
KJKJFEJM_00466	CDS	456				hypothetical protein
KJKJFEJM_00467	CDS	3690				hypothetical protein
KJKJFEJM_00468	CDS	1068				hypothetical protein
KJKJFEJM_00469	CDS	372				hypothetical protein
KJKJFEJM_00470	CDS	504				hypothetical protein
KJKJFEJM_00471	CDS	396				hypothetical protein
KJKJFEJM_00472	CDS	213				hypothetical protein
KJKJFEJM_00473	CDS	1590				hypothetical protein
KJKJFEJM_00474	CDS	957				hypothetical protein
KJKJFEJM_00475	CDS	318				hypothetical protein
KJKJFEJM_00476	CDS	597	recR		COG0353	Recombination protein RecR
KJKJFEJM_00477	CDS	309			COG0718	Nucleoid-associated protein
KJKJFEJM_00478	CDS	2364				hypothetical protein
KJKJFEJM_00479	CDS	831				hypothetical protein
KJKJFEJM_00480	CDS	1656				hypothetical protein
KJKJFEJM_00481	CDS	1038				hypothetical protein
KJKJFEJM_00482	CDS	1335	eriC_1		COG0038	Chloride/fluoride channel protein
KJKJFEJM_00483	CDS	810	fdhD		COG1526	Sulfur carrier protein FdhD
KJKJFEJM_00484	CDS	834	focA_1		COG2116	putative formate transporter 1
KJKJFEJM_00485	CDS	489	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
KJKJFEJM_00486	CDS	588				hypothetical protein
KJKJFEJM_00487	CDS	783	hycG_1		COG3260	Formate hydrogenlyase subunit 7
KJKJFEJM_00488	CDS	531	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
KJKJFEJM_00489	CDS	1740	hycE_1		COG3261	Formate hydrogenlyase subunit 5
KJKJFEJM_00490	CDS	1578	hyfB_1	1.-.-.-	COG0651	Hydrogenase-4 component B
KJKJFEJM_00491	CDS	657	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
KJKJFEJM_00492	CDS	927	hycD_1		COG0650	Formate hydrogenlyase subunit 4
KJKJFEJM_00493	CDS	2091	hyfB_2	1.-.-.-	COG0651	Hydrogenase-4 component B
KJKJFEJM_00494	CDS	417	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
KJKJFEJM_00495	CDS	264				hypothetical protein
KJKJFEJM_00496	CDS	1014				hypothetical protein
KJKJFEJM_00497	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
KJKJFEJM_00498	CDS	297	fixX_1		COG2440	Ferredoxin-like protein FixX
KJKJFEJM_00499	CDS	1305				hypothetical protein
KJKJFEJM_00500	CDS	1566	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KJKJFEJM_00501	CDS	2673	malT_1		COG2909	HTH-type transcriptional regulator MalT
KJKJFEJM_00502	CDS	1212	baiF_1	2.8.3.25	COG1804	Bile acid-CoA transferase
KJKJFEJM_00503	CDS	546				hypothetical protein
KJKJFEJM_00504	CDS	444				hypothetical protein
KJKJFEJM_00505	CDS	1305				hypothetical protein
KJKJFEJM_00506	CDS	1209	baiF_2	2.8.3.25	COG1804	Bile acid-CoA transferase
KJKJFEJM_00507	CDS	1173	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KJKJFEJM_00508	CDS	759	fixA_1		COG2086	Protein FixA
KJKJFEJM_00509	CDS	894	fixB_1		COG2025	Protein FixB
KJKJFEJM_00510	CDS	1464				hypothetical protein
KJKJFEJM_00511	CDS	1647				hypothetical protein
KJKJFEJM_00512	CDS	708				hypothetical protein
KJKJFEJM_00513	CDS	2214	phsA_1	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
KJKJFEJM_00514	CDS	537	ttrB_3		COG0437	Tetrathionate reductase subunit B
KJKJFEJM_00515	CDS	867				hypothetical protein
KJKJFEJM_00516	CDS	1524				hypothetical protein
KJKJFEJM_00517	CDS	1545				hypothetical protein
KJKJFEJM_00518	CDS	2406				hypothetical protein
KJKJFEJM_00519	CDS	819		3.2.1.-		Protein-ADP-ribose hydrolase
KJKJFEJM_00520	CDS	567				hypothetical protein
KJKJFEJM_00521	CDS	1635	mdtD_1			Putative multidrug resistance protein MdtD
KJKJFEJM_00522	CDS	705	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KJKJFEJM_00523	CDS	1782	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00524	CDS	2361	dmsA_6	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJKJFEJM_00525	CDS	567	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00526	CDS	504				hypothetical protein
KJKJFEJM_00527	CDS	2676	valS	6.1.1.9	COG0525	Valine--tRNA ligase
KJKJFEJM_00528	CDS	1398	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
KJKJFEJM_00529	CDS	714	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
KJKJFEJM_00530	CDS	1401	tig_1	5.2.1.8		Trigger factor
KJKJFEJM_00531	CDS	537				hypothetical protein
KJKJFEJM_00532	CDS	561				hypothetical protein
KJKJFEJM_00533	CDS	1686				hypothetical protein
KJKJFEJM_00534	CDS	1626	nfdA_1	3.5.1.91		N-substituted formamide deformylase
KJKJFEJM_00535	CDS	1881				hypothetical protein
KJKJFEJM_00536	CDS	1656				hypothetical protein
KJKJFEJM_00537	CDS	1272	sstT		COG3633	Serine/threonine transporter SstT
KJKJFEJM_00538	tRNA	86				tRNA-Leu(tag)
KJKJFEJM_00539	tRNA	75				tRNA-Asn(gtt)
KJKJFEJM_00540	CDS	2172	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
KJKJFEJM_00541	CDS	1251	rpoD			RNA polymerase sigma factor RpoD
KJKJFEJM_00542	CDS	711	walR_3		COG0745	Transcriptional regulatory protein WalR
KJKJFEJM_00543	CDS	1809	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00544	CDS	618	dmsB_5		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00545	CDS	2628	dmsA_7	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJKJFEJM_00546	CDS	456				hypothetical protein
KJKJFEJM_00547	CDS	474				hypothetical protein
KJKJFEJM_00548	CDS	735				hypothetical protein
KJKJFEJM_00549	CDS	783				hypothetical protein
KJKJFEJM_00550	CDS	954				hypothetical protein
KJKJFEJM_00551	CDS	261				hypothetical protein
KJKJFEJM_00552	CDS	1224				hypothetical protein
KJKJFEJM_00553	CDS	981				hypothetical protein
KJKJFEJM_00554	CDS	435				hypothetical protein
KJKJFEJM_00555	CDS	1029				hypothetical protein
KJKJFEJM_00556	CDS	2601	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00557	CDS	420	cymR			HTH-type transcriptional regulator CymR
KJKJFEJM_00558	CDS	1227	iscS_1	2.8.1.7		Cysteine desulfurase IscS
KJKJFEJM_00559	CDS	459	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
KJKJFEJM_00560	CDS	945				hypothetical protein
KJKJFEJM_00561	CDS	582				hypothetical protein
KJKJFEJM_00562	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
KJKJFEJM_00563	CDS	306				hypothetical protein
KJKJFEJM_00564	CDS	366				hypothetical protein
KJKJFEJM_00565	CDS	678	torD_4			Chaperone protein TorD
KJKJFEJM_00566	CDS	561	dmsB_6		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00567	CDS	2673	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
KJKJFEJM_00568	CDS	1689	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00569	CDS	699	walR_4		COG0745	Transcriptional regulatory protein WalR
KJKJFEJM_00570	CDS	4749				hypothetical protein
KJKJFEJM_00571	CDS	696				hypothetical protein
KJKJFEJM_00572	CDS	1440	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KJKJFEJM_00573	CDS	432				hypothetical protein
KJKJFEJM_00574	CDS	363				hypothetical protein
KJKJFEJM_00575	CDS	1272				hypothetical protein
KJKJFEJM_00576	CDS	633	qrcC	1.97.-.-	COG0437	Menaquinone reductase, iron-sulfur cluster-binding subunit
KJKJFEJM_00577	CDS	2547	pcrA_2	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
KJKJFEJM_00578	CDS	1386				hypothetical protein
KJKJFEJM_00579	CDS	399				hypothetical protein
KJKJFEJM_00580	CDS	975				hypothetical protein
KJKJFEJM_00581	CDS	981				hypothetical protein
KJKJFEJM_00582	CDS	675				hypothetical protein
KJKJFEJM_00583	CDS	153				hypothetical protein
KJKJFEJM_00584	CDS	1365				hypothetical protein
KJKJFEJM_00585	CDS	1281	secY		COG0201	Protein translocase subunit SecY
KJKJFEJM_00586	CDS	450	rplO			50S ribosomal protein L15
KJKJFEJM_00587	CDS	192	rpmD		COG1841	50S ribosomal protein L30
KJKJFEJM_00588	CDS	531	rpsE		COG0098	30S ribosomal protein S5
KJKJFEJM_00589	CDS	369	rplR		COG0256	50S ribosomal protein L18
KJKJFEJM_00590	CDS	540	rplF			50S ribosomal protein L6
KJKJFEJM_00591	CDS	399	rpsH		COG0096	30S ribosomal protein S8
KJKJFEJM_00592	CDS	186	rpsZ			30S ribosomal protein S14 type Z
KJKJFEJM_00593	CDS	552	rplE			50S ribosomal protein L5
KJKJFEJM_00594	CDS	336	rplX		COG0198	50S ribosomal protein L24
KJKJFEJM_00595	CDS	369	rplN		COG0093	50S ribosomal protein L14
KJKJFEJM_00596	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
KJKJFEJM_00597	CDS	195	rpmC			50S ribosomal protein L29
KJKJFEJM_00598	CDS	423	rplP		COG0197	50S ribosomal protein L16
KJKJFEJM_00599	CDS	714	rpsC		COG0092	30S ribosomal protein S3
KJKJFEJM_00600	CDS	342	rplV		COG0091	50S ribosomal protein L22
KJKJFEJM_00601	CDS	273	rpsS			30S ribosomal protein S19
KJKJFEJM_00602	CDS	945	rplB			50S ribosomal protein L2
KJKJFEJM_00603	CDS	693	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KJKJFEJM_00604	CDS	1848				hypothetical protein
KJKJFEJM_00605	CDS	861	slyA			Transcriptional regulator SlyA
KJKJFEJM_00606	CDS	2097				hypothetical protein
KJKJFEJM_00607	CDS	1356	tig_2	5.2.1.8	COG0544	Trigger factor
KJKJFEJM_00608	CDS	582				hypothetical protein
KJKJFEJM_00609	CDS	1608				hypothetical protein
KJKJFEJM_00610	CDS	558				hypothetical protein
KJKJFEJM_00611	CDS	696	frdB_2	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KJKJFEJM_00612	CDS	1923				hypothetical protein
KJKJFEJM_00613	CDS	549				hypothetical protein
KJKJFEJM_00614	CDS	3273	smc_1			Chromosome partition protein Smc
KJKJFEJM_00615	CDS	702			COG1136	putative ABC transporter ATP-binding protein
KJKJFEJM_00616	CDS	1533				hypothetical protein
KJKJFEJM_00617	CDS	1596				hypothetical protein
KJKJFEJM_00618	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
KJKJFEJM_00619	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
KJKJFEJM_00620	CDS	1521	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KJKJFEJM_00621	CDS	579				hypothetical protein
KJKJFEJM_00622	CDS	1698	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
KJKJFEJM_00623	CDS	306				hypothetical protein
KJKJFEJM_00624	CDS	291				hypothetical protein
KJKJFEJM_00625	CDS	1467				hypothetical protein
KJKJFEJM_00626	CDS	1338	yqcE			Inner membrane protein YqcE
KJKJFEJM_00627	CDS	984	aes_1	3.1.1.-	COG0657	Acetyl esterase
KJKJFEJM_00628	CDS	1149	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KJKJFEJM_00629	CDS	1215	caiB_1	2.8.3.21		L-carnitine CoA-transferase
KJKJFEJM_00630	CDS	1599	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
KJKJFEJM_00631	CDS	867				hypothetical protein
KJKJFEJM_00632	CDS	1416	ygcS			Inner membrane metabolite transport protein YgcS
KJKJFEJM_00633	CDS	786	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
KJKJFEJM_00634	CDS	756	fixA_2		COG2086	Protein FixA
KJKJFEJM_00635	CDS	885	fixB_2		COG2025	Protein FixB
KJKJFEJM_00636	CDS	1302		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
KJKJFEJM_00637	CDS	300	fixX_2		COG2440	Ferredoxin-like protein FixX
KJKJFEJM_00638	CDS	1215	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
KJKJFEJM_00639	CDS	654				hypothetical protein
KJKJFEJM_00640	CDS	2082		1.16.1.-	COG0446	Metal reductase
KJKJFEJM_00641	CDS	411				hypothetical protein
KJKJFEJM_00642	CDS	777	caiA_3	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KJKJFEJM_00643	CDS	765				hypothetical protein
KJKJFEJM_00644	CDS	591	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
KJKJFEJM_00645	CDS	1629	nfdA_2	3.5.1.91		N-substituted formamide deformylase
KJKJFEJM_00646	CDS	1230			COG1373	putative protein
KJKJFEJM_00647	CDS	1794	ifcA_4	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KJKJFEJM_00648	CDS	942	hdfR_1			HTH-type transcriptional regulator HdfR
KJKJFEJM_00649	CDS	912	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
KJKJFEJM_00650	CDS	309				hypothetical protein
KJKJFEJM_00651	CDS	975	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KJKJFEJM_00652	CDS	624				hypothetical protein
KJKJFEJM_00653	CDS	1989	htpG		COG0326	Chaperone protein HtpG
KJKJFEJM_00654	CDS	1131				hypothetical protein
KJKJFEJM_00655	CDS	993				hypothetical protein
KJKJFEJM_00656	CDS	1974	mdtD_2			Putative multidrug resistance protein MdtD
KJKJFEJM_00657	CDS	1677				hypothetical protein
KJKJFEJM_00658	CDS	2427	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
KJKJFEJM_00659	CDS	633	dmsB_7		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00660	CDS	573	dmsB_8		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00661	CDS	855	dmsC		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
KJKJFEJM_00662	CDS	669	dmsD_2		COG3381	Tat proofreading chaperone DmsD
KJKJFEJM_00663	CDS	990				hypothetical protein
KJKJFEJM_00664	CDS	1200				hypothetical protein
KJKJFEJM_00665	CDS	1020				hypothetical protein
KJKJFEJM_00666	CDS	1341				hypothetical protein
KJKJFEJM_00667	CDS	417				hypothetical protein
KJKJFEJM_00668	CDS	336				hypothetical protein
KJKJFEJM_00669	CDS	885				hypothetical protein
KJKJFEJM_00670	CDS	1539	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
KJKJFEJM_00671	CDS	165				hypothetical protein
KJKJFEJM_00672	CDS	1236				hypothetical protein
KJKJFEJM_00673	CDS	2706	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KJKJFEJM_00674	CDS	1110				hypothetical protein
KJKJFEJM_00675	CDS	1059	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
KJKJFEJM_00676	CDS	1353	hldE	2.7.7.70		Bifunctional protein HldE
KJKJFEJM_00677	CDS	663				hypothetical protein
KJKJFEJM_00678	CDS	2598				hypothetical protein
KJKJFEJM_00679	CDS	2310				hypothetical protein
KJKJFEJM_00680	CDS	651	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
KJKJFEJM_00681	CDS	924				hypothetical protein
KJKJFEJM_00682	CDS	1230	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
KJKJFEJM_00683	CDS	1113	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
KJKJFEJM_00684	CDS	447	cysE	2.3.1.30	COG1045	Serine acetyltransferase
KJKJFEJM_00685	CDS	1014				hypothetical protein
KJKJFEJM_00686	CDS	1380				hypothetical protein
KJKJFEJM_00687	CDS	1626				hypothetical protein
KJKJFEJM_00688	CDS	1248				hypothetical protein
KJKJFEJM_00689	CDS	1104				hypothetical protein
KJKJFEJM_00690	CDS	1308				hypothetical protein
KJKJFEJM_00691	CDS	1221				hypothetical protein
KJKJFEJM_00692	CDS	345				hypothetical protein
KJKJFEJM_00693	CDS	1752				hypothetical protein
KJKJFEJM_00694	CDS	1629				hypothetical protein
KJKJFEJM_00695	CDS	1419				hypothetical protein
KJKJFEJM_00696	CDS	522	rplJ		COG0244	50S ribosomal protein L10
KJKJFEJM_00697	CDS	378	rplL			50S ribosomal protein L7/L12
KJKJFEJM_00698	CDS	2817	dmsA_8	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KJKJFEJM_00699	CDS	246	dmsB_9		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KJKJFEJM_00700	CDS	636	dmsD_3			Tat proofreading chaperone DmsD
KJKJFEJM_00701	CDS	1488				hypothetical protein
KJKJFEJM_00702	CDS	918				hypothetical protein
KJKJFEJM_00703	CDS	1251				hypothetical protein
KJKJFEJM_00704	CDS	708	cadA	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
KJKJFEJM_00705	CDS	1380	kdpB_1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
KJKJFEJM_00706	CDS	228				hypothetical protein
KJKJFEJM_00707	CDS	405				hypothetical protein
KJKJFEJM_00708	CDS	378	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
KJKJFEJM_00709	CDS	876				hypothetical protein
KJKJFEJM_00710	CDS	1605	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
KJKJFEJM_00711	CDS	183				hypothetical protein
KJKJFEJM_00712	CDS	726				hypothetical protein
KJKJFEJM_00713	CDS	819				hypothetical protein
KJKJFEJM_00714	CDS	258				hypothetical protein
KJKJFEJM_00715	CDS	207				hypothetical protein
KJKJFEJM_00716	CDS	1005				hypothetical protein
KJKJFEJM_00717	CDS	945			COG0701	Putative two-component membrane permease complex subunit SMU_747c
KJKJFEJM_00718	CDS	363				hypothetical protein
KJKJFEJM_00719	CDS	276				hypothetical protein
KJKJFEJM_00720	CDS	1650				hypothetical protein
KJKJFEJM_00721	CDS	1419				hypothetical protein
KJKJFEJM_00722	CDS	966	tfdS			HTH-type transcriptional regulator TfdS
KJKJFEJM_00723	CDS	1932	urdA_2	1.3.99.33	COG0431	Urocanate reductase
KJKJFEJM_00724	CDS	1674	ifcA_5	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KJKJFEJM_00725	CDS	684				hypothetical protein
KJKJFEJM_00726	CDS	864				hypothetical protein
KJKJFEJM_00727	CDS	981			COG0609	putative ABC transporter permease protein
KJKJFEJM_00728	CDS	786	mntB		COG1121	Manganese transport system ATP-binding protein MntB
KJKJFEJM_00729	CDS	1170				hypothetical protein
KJKJFEJM_00730	CDS	1260	nrfA_1	1.7.2.2		Cytochrome c-552
KJKJFEJM_00731	CDS	744	phoP_3		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KJKJFEJM_00732	CDS	1524	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
KJKJFEJM_00733	CDS	555				hypothetical protein
KJKJFEJM_00734	CDS	402				hypothetical protein
KJKJFEJM_00735	CDS	540				hypothetical protein
KJKJFEJM_00736	CDS	924	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
KJKJFEJM_00737	CDS	1062				hypothetical protein
KJKJFEJM_00738	CDS	870				hypothetical protein
KJKJFEJM_00739	CDS	1605				hypothetical protein
KJKJFEJM_00740	CDS	813	fetB		COG0390	putative iron export permease protein FetB
KJKJFEJM_00741	CDS	672				hypothetical protein
KJKJFEJM_00742	CDS	525				hypothetical protein
KJKJFEJM_00743	CDS	1410				hypothetical protein
KJKJFEJM_00744	CDS	468				hypothetical protein
KJKJFEJM_00745	CDS	744				hypothetical protein
KJKJFEJM_00746	CDS	1572	pepD	3.4.-.-	COG4690	Dipeptidase
KJKJFEJM_00747	CDS	438				hypothetical protein
KJKJFEJM_00748	CDS	432				hypothetical protein
KJKJFEJM_00749	CDS	1413				hypothetical protein
KJKJFEJM_00750	CDS	2217	rep	3.6.4.12		ATP-dependent DNA helicase Rep
KJKJFEJM_00751	CDS	1017	aes_2	3.1.1.-		Acetyl esterase
KJKJFEJM_00752	CDS	1860				hypothetical protein
KJKJFEJM_00753	CDS	768	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
KJKJFEJM_00754	CDS	855	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KJKJFEJM_00755	CDS	939	ecfA1_1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
KJKJFEJM_00756	CDS	609				hypothetical protein
KJKJFEJM_00757	CDS	1119				hypothetical protein
KJKJFEJM_00758	CDS	576				hypothetical protein
KJKJFEJM_00759	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
KJKJFEJM_00760	CDS	282				hypothetical protein
KJKJFEJM_00761	CDS	1854				hypothetical protein
KJKJFEJM_00762	CDS	891				hypothetical protein
KJKJFEJM_00763	CDS	564				hypothetical protein
KJKJFEJM_00764	CDS	390				hypothetical protein
KJKJFEJM_00765	CDS	687				hypothetical protein
KJKJFEJM_00766	CDS	1203				hypothetical protein
KJKJFEJM_00767	CDS	618	soeB_3		COG0437	Sulfite dehydrogenase subunit B
KJKJFEJM_00768	CDS	1014	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
