locus_tag	ftype	length_bp	gene	EC_number	COG	product
BMEPIPMG_00393	CDS	918	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
BMEPIPMG_00394	CDS	1353	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
BMEPIPMG_00395	CDS	498				hypothetical protein
BMEPIPMG_00396	CDS	396				hypothetical protein
BMEPIPMG_00397	CDS	1143				hypothetical protein
BMEPIPMG_00398	CDS	489	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
BMEPIPMG_00399	CDS	2676	valS	6.1.1.9	COG0525	Valine--tRNA ligase
BMEPIPMG_00400	CDS	576				hypothetical protein
BMEPIPMG_00401	CDS	504				hypothetical protein
BMEPIPMG_00402	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
BMEPIPMG_00403	CDS	327				hypothetical protein
BMEPIPMG_00404	CDS	1485	panF		COG4145	Sodium/pantothenate symporter
BMEPIPMG_00405	CDS	1011	trxB	1.8.1.9	COG0492	Thioredoxin reductase
BMEPIPMG_00406	CDS	309				Thioredoxin C-1
BMEPIPMG_00407	CDS	1389	kefB			Glutathione-regulated potassium-efflux system protein KefB
BMEPIPMG_00408	CDS	1536				hypothetical protein
BMEPIPMG_00409	CDS	1824				hypothetical protein
	repeat_region	2111				
BMEPIPMG_00410	CDS	291	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
BMEPIPMG_00411	CDS	1032	cas1	3.1.-.-		CRISPR-associated endonuclease Cas1
BMEPIPMG_00412	CDS	660				hypothetical protein
BMEPIPMG_00413	CDS	894				hypothetical protein
BMEPIPMG_00414	CDS	1800				hypothetical protein
BMEPIPMG_00415	CDS	666	cas5d	3.1.-.-		CRISPR pre-crRNA endoribonuclease Cas5d
BMEPIPMG_00416	CDS	1980				hypothetical protein
BMEPIPMG_00417	CDS	111				hypothetical protein
BMEPIPMG_00418	CDS	828				hypothetical protein
BMEPIPMG_00419	CDS	1365				hypothetical protein
BMEPIPMG_00420	CDS	969	glsA1	3.5.1.2	COG2066	Glutaminase 1
BMEPIPMG_00421	CDS	753	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
BMEPIPMG_00422	CDS	927	ctkA	2.7.11.1		Serine/threonine-protein kinase CtkA
BMEPIPMG_00423	CDS	861				DegV domain-containing protein
BMEPIPMG_00424	CDS	561	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
BMEPIPMG_00425	CDS	597	mta		COG0789	HTH-type transcriptional activator mta
BMEPIPMG_00426	CDS	414				hypothetical protein
BMEPIPMG_00427	CDS	456				hypothetical protein
BMEPIPMG_00428	CDS	198				hypothetical protein
BMEPIPMG_00429	CDS	1590				hypothetical protein
BMEPIPMG_00430	CDS	723				hypothetical protein
BMEPIPMG_00431	CDS	885	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
BMEPIPMG_00432	CDS	585				hypothetical protein
BMEPIPMG_00433	CDS	1170				hypothetical protein
BMEPIPMG_00434	CDS	831	crnA	3.5.2.10		Creatinine amidohydrolase
BMEPIPMG_00435	CDS	1323	proP_1			Proline/betaine transporter
BMEPIPMG_00436	CDS	978				hypothetical protein
BMEPIPMG_00437	CDS	774				hypothetical protein
BMEPIPMG_00438	CDS	912				hypothetical protein
BMEPIPMG_00439	CDS	687				hypothetical protein
BMEPIPMG_00440	CDS	2979	pcrA_2	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
BMEPIPMG_00441	CDS	1488				hypothetical protein
BMEPIPMG_00442	CDS	1281	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
BMEPIPMG_00443	CDS	819	expZ		COG0488	Nucleotide-binding protein ExpZ
BMEPIPMG_00444	CDS	375	ytrA		COG1725	HTH-type transcriptional repressor YtrA
BMEPIPMG_00445	CDS	885	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BMEPIPMG_00446	CDS	702				hypothetical protein
BMEPIPMG_00447	CDS	489				hypothetical protein
BMEPIPMG_00448	CDS	1386	mepA_1			Multidrug export protein MepA
BMEPIPMG_00449	CDS	1458				hypothetical protein
BMEPIPMG_00450	CDS	1458				hypothetical protein
BMEPIPMG_00451	CDS	1107	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BMEPIPMG_00452	CDS	771				hypothetical protein
BMEPIPMG_00453	CDS	2889	napA_3	1.9.6.1		Periplasmic nitrate reductase
BMEPIPMG_00454	CDS	612	soeB_3		COG0437	Sulfite dehydrogenase subunit B
BMEPIPMG_00455	CDS	738	torD_4			Chaperone protein TorD
BMEPIPMG_00456	CDS	738				hypothetical protein
BMEPIPMG_00457	CDS	1566				hypothetical protein
BMEPIPMG_00458	CDS	1002	moaA_1	4.1.99.22		GTP 3',8-cyclase
BMEPIPMG_00459	CDS	501	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
BMEPIPMG_00460	CDS	1794				hypothetical protein
BMEPIPMG_00461	CDS	1497				hypothetical protein
BMEPIPMG_00462	CDS	678	gph	3.1.3.18		Phosphoglycolate phosphatase
BMEPIPMG_00463	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
BMEPIPMG_00464	CDS	1236	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
BMEPIPMG_00465	CDS	660	ribE	2.5.1.9	COG0307	Riboflavin synthase
BMEPIPMG_00466	CDS	1170	ribD		COG0117	Riboflavin biosynthesis protein RibD
BMEPIPMG_00467	CDS	801	yebC		COG0217	putative transcriptional regulatory protein YebC
BMEPIPMG_00468	CDS	801	fabG2	1.-.-.-		putative oxidoreductase
BMEPIPMG_00469	CDS	204				hypothetical protein
BMEPIPMG_00470	CDS	300				hypothetical protein
BMEPIPMG_00471	CDS	1116				hypothetical protein
BMEPIPMG_00472	CDS	1002				hypothetical protein
BMEPIPMG_00473	CDS	477	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
BMEPIPMG_00474	CDS	594	ruvA_1	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
BMEPIPMG_00475	CDS	1089	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
BMEPIPMG_00476	CDS	414				hypothetical protein
BMEPIPMG_00477	CDS	264	arcC1_1	2.7.2.2		Carbamate kinase 1
BMEPIPMG_00478	CDS	1440	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
BMEPIPMG_00479	CDS	609	ngr		COG1592	Nigerythrin
BMEPIPMG_00480	CDS	354				hypothetical protein
BMEPIPMG_00481	CDS	975	rhaR_1			HTH-type transcriptional activator RhaR
BMEPIPMG_00482	CDS	822	ecfT_1			Energy-coupling factor transporter transmembrane protein EcfT
BMEPIPMG_00483	CDS	1518	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
BMEPIPMG_00484	CDS	630				hypothetical protein
BMEPIPMG_00485	CDS	1830	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
BMEPIPMG_00486	CDS	1734		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BMEPIPMG_00487	CDS	1518	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BMEPIPMG_00488	CDS	882	cysL		COG0583	HTH-type transcriptional regulator CysL
BMEPIPMG_00489	CDS	990				hypothetical protein
BMEPIPMG_00490	CDS	585	engB		COG0218	putative GTP-binding protein EngB
BMEPIPMG_00491	CDS	234				hypothetical protein
BMEPIPMG_00492	CDS	2574	leuS	6.1.1.4		Leucine--tRNA ligase
BMEPIPMG_00493	CDS	2751	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
BMEPIPMG_00494	CDS	696				hypothetical protein
BMEPIPMG_00495	CDS	846				hypothetical protein
BMEPIPMG_00496	CDS	441				hypothetical protein
BMEPIPMG_00497	CDS	639	betI			HTH-type transcriptional regulator BetI
BMEPIPMG_00498	CDS	918		1.1.1.81	COG0111	Hydroxypyruvate reductase
BMEPIPMG_00499	CDS	1452	coaBC	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
BMEPIPMG_00500	CDS	672	regX3_1		COG0745	Sensory transduction protein regX3
BMEPIPMG_00501	CDS	1185	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
BMEPIPMG_00502	CDS	1059	plsX	2.3.1.274		Phosphate acyltransferase
BMEPIPMG_00503	CDS	180	rpmF			50S ribosomal protein L32
BMEPIPMG_00504	CDS	114				hypothetical protein
BMEPIPMG_00505	CDS	1257	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
BMEPIPMG_00506	CDS	324				hypothetical protein
BMEPIPMG_00507	CDS	693	dmsD_2		COG3381	Tat proofreading chaperone DmsD
BMEPIPMG_00508	CDS	624	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BMEPIPMG_00509	CDS	2649	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
BMEPIPMG_00510	CDS	936				hypothetical protein
BMEPIPMG_00511	CDS	363				hypothetical protein
BMEPIPMG_00512	CDS	3579	smc_1		COG1196	Chromosome partition protein Smc
BMEPIPMG_00513	CDS	873	rnc	3.1.26.3		Ribonuclease 3
BMEPIPMG_00514	CDS	150				hypothetical protein
BMEPIPMG_00515	CDS	2169				hypothetical protein
BMEPIPMG_00516	CDS	261				hypothetical protein
BMEPIPMG_00517	CDS	276				hypothetical protein
BMEPIPMG_00518	CDS	135				hypothetical protein
BMEPIPMG_00519	CDS	819	arcA_1	3.5.3.6	COG2235	Arginine deiminase
BMEPIPMG_00520	CDS	423	arcA_2	3.5.3.6		Arginine deiminase
BMEPIPMG_00521	CDS	1671				hypothetical protein
BMEPIPMG_00522	CDS	1206	aguA_1	3.5.3.12	COG2957	Putative agmatine deiminase
BMEPIPMG_00523	CDS	1518	potE_1			Putrescine transporter PotE
BMEPIPMG_00524	CDS	1071	ptcA_1	2.1.3.6	COG0078	Putrescine carbamoyltransferase
BMEPIPMG_00525	CDS	969				hypothetical protein
BMEPIPMG_00526	CDS	912	malT_2			HTH-type transcriptional regulator MalT
BMEPIPMG_00527	CDS	1806	nfdA_2	3.5.1.91		N-substituted formamide deformylase
BMEPIPMG_00528	CDS	417				hypothetical protein
BMEPIPMG_00529	CDS	693				hypothetical protein
BMEPIPMG_00530	CDS	306	arcC1_2	2.7.2.2		Carbamate kinase 1
BMEPIPMG_00531	CDS	840				hypothetical protein
BMEPIPMG_00532	CDS	855	arcA_3	3.5.3.6	COG2235	Arginine deiminase
BMEPIPMG_00533	CDS	999	arcB_1	2.1.3.3		Ornithine carbamoyltransferase, catabolic
BMEPIPMG_00534	CDS	2043				hypothetical protein
BMEPIPMG_00535	CDS	456	rsfS			Ribosomal silencing factor RsfS
BMEPIPMG_00536	CDS	639				hypothetical protein
BMEPIPMG_00537	CDS	669	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
BMEPIPMG_00538	CDS	1290	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
BMEPIPMG_00539	CDS	1134	proB	2.7.2.11		Glutamate 5-kinase
BMEPIPMG_00540	CDS	1398	obg	3.6.5.-		GTPase Obg
BMEPIPMG_00541	CDS	261	rpmA		COG0211	50S ribosomal protein L27
BMEPIPMG_00542	CDS	321	rplU		COG0261	50S ribosomal protein L21
BMEPIPMG_00543	CDS	1608				hypothetical protein
BMEPIPMG_00544	CDS	1224	arcA_4	3.5.3.6	COG2235	Arginine deiminase
BMEPIPMG_00545	CDS	201				hypothetical protein
BMEPIPMG_00546	CDS	1260	nrfA_1	1.7.2.2		Cytochrome c-552
BMEPIPMG_00547	CDS	744	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BMEPIPMG_00548	CDS	1524	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
BMEPIPMG_00549	CDS	555				hypothetical protein
BMEPIPMG_00550	CDS	402				hypothetical protein
BMEPIPMG_00551	CDS	540				hypothetical protein
BMEPIPMG_00552	CDS	924	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
BMEPIPMG_00553	CDS	1062				hypothetical protein
BMEPIPMG_00554	CDS	870				hypothetical protein
BMEPIPMG_00555	CDS	1605				hypothetical protein
BMEPIPMG_00556	CDS	813	fetB		COG0390	putative iron export permease protein FetB
BMEPIPMG_00557	CDS	900	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BMEPIPMG_00558	CDS	525				hypothetical protein
BMEPIPMG_00559	CDS	1410				hypothetical protein
BMEPIPMG_00560	CDS	468				hypothetical protein
BMEPIPMG_00561	CDS	456				hypothetical protein
BMEPIPMG_00562	CDS	324				hypothetical protein
BMEPIPMG_00563	CDS	960				hypothetical protein
BMEPIPMG_00564	CDS	975				hypothetical protein
BMEPIPMG_00565	CDS	1365	moaA_2			GTP 3',8-cyclase
BMEPIPMG_00566	CDS	606				hypothetical protein
BMEPIPMG_00567	CDS	2247				hypothetical protein
BMEPIPMG_00568	CDS	1269				hypothetical protein
BMEPIPMG_00569	CDS	1506				hypothetical protein
BMEPIPMG_00570	CDS	918	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
BMEPIPMG_00571	CDS	642	dmsD_3		COG3381	Tat proofreading chaperone DmsD
BMEPIPMG_00572	CDS	627	dmsB_5		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BMEPIPMG_00573	CDS	624	dmsB_6		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BMEPIPMG_00574	CDS	2442	ynfE_1	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
BMEPIPMG_00575	CDS	1818				hypothetical protein
BMEPIPMG_00576	CDS	657				hypothetical protein
BMEPIPMG_00577	CDS	660				hypothetical protein
BMEPIPMG_00578	CDS	420				hypothetical protein
BMEPIPMG_00579	CDS	1149				hypothetical protein
BMEPIPMG_00580	CDS	678			COG0664	putative ABC transporter ATP-binding protein
BMEPIPMG_00581	CDS	1203				hypothetical protein
BMEPIPMG_00582	CDS	567	dmsB_7		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BMEPIPMG_00583	CDS	2361	dmsA_5	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
BMEPIPMG_00584	CDS	408	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
BMEPIPMG_00585	CDS	1221	mltG	4.2.2.-		Endolytic murein transglycosylase
BMEPIPMG_00586	CDS	969	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
BMEPIPMG_00587	CDS	564	rpsC		COG0092	30S ribosomal protein S3
BMEPIPMG_00588	CDS	423	rplP		COG0197	50S ribosomal protein L16
BMEPIPMG_00589	CDS	195	rpmC			50S ribosomal protein L29
BMEPIPMG_00590	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
BMEPIPMG_00591	CDS	369	rplN		COG0093	50S ribosomal protein L14
BMEPIPMG_00592	CDS	336	rplX		COG0198	50S ribosomal protein L24
BMEPIPMG_00593	CDS	552	rplE			50S ribosomal protein L5
BMEPIPMG_00594	CDS	186	rpsZ			30S ribosomal protein S14 type Z
BMEPIPMG_00595	CDS	399	rpsH		COG0096	30S ribosomal protein S8
BMEPIPMG_00596	CDS	540	rplF			50S ribosomal protein L6
BMEPIPMG_00597	CDS	369	rplR		COG0256	50S ribosomal protein L18
BMEPIPMG_00598	CDS	531	rpsE		COG0098	30S ribosomal protein S5
BMEPIPMG_00599	CDS	192	rpmD		COG1841	50S ribosomal protein L30
BMEPIPMG_00600	CDS	450	rplO			50S ribosomal protein L15
BMEPIPMG_00601	CDS	1281	secY		COG0201	Protein translocase subunit SecY
BMEPIPMG_00602	CDS	993				hypothetical protein
BMEPIPMG_00603	CDS	381				hypothetical protein
BMEPIPMG_00604	CDS	360	yccF		COG3304	Inner membrane protein YccF
BMEPIPMG_00605	CDS	699				hypothetical protein
BMEPIPMG_00606	CDS	387				hypothetical protein
BMEPIPMG_00607	CDS	315				hypothetical protein
BMEPIPMG_00608	CDS	912	dtd3_1	3.1.1.96		D-aminoacyl-tRNA deacylase
BMEPIPMG_00609	CDS	768	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
BMEPIPMG_00610	CDS	1047				hypothetical protein
BMEPIPMG_00611	CDS	1050	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
BMEPIPMG_00612	CDS	1278	lysC	2.7.2.4	COG0527	Aspartokinase
BMEPIPMG_00613	CDS	999				hypothetical protein
BMEPIPMG_00614	CDS	1173				hypothetical protein
BMEPIPMG_00615	CDS	630				hypothetical protein
BMEPIPMG_00616	CDS	1056				hypothetical protein
BMEPIPMG_00617	CDS	675	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
BMEPIPMG_00618	CDS	2385	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
BMEPIPMG_00619	CDS	3342	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
BMEPIPMG_00620	CDS	672	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
BMEPIPMG_00621	CDS	135				hypothetical protein
BMEPIPMG_00622	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
BMEPIPMG_00623	CDS	786	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
BMEPIPMG_00624	CDS	426				hypothetical protein
BMEPIPMG_00625	CDS	135				hypothetical protein
BMEPIPMG_00626	CDS	618	yigZ		COG1739	IMPACT family member YigZ
BMEPIPMG_00627	CDS	1869	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BMEPIPMG_00628	CDS	1413	ribZ_2			Riboflavin transporter RibZ
BMEPIPMG_00629	CDS	555	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
BMEPIPMG_00630	CDS	609	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BMEPIPMG_00631	CDS	1854	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
BMEPIPMG_00632	CDS	960				hypothetical protein
BMEPIPMG_00633	CDS	387				hypothetical protein
BMEPIPMG_00634	CDS	879				hypothetical protein
BMEPIPMG_00635	CDS	774	dmsD_4			Tat proofreading chaperone DmsD
BMEPIPMG_00636	CDS	627	dmsB_8		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BMEPIPMG_00637	CDS	2652	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
BMEPIPMG_00638	CDS	714	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
BMEPIPMG_00639	CDS	897	oxyR			Hydrogen peroxide-inducible genes activator
BMEPIPMG_00640	CDS	1704				hypothetical protein
BMEPIPMG_00641	CDS	1218	lnpD	5.1.3.2		UDP-glucose 4-epimerase
BMEPIPMG_00642	CDS	459				hypothetical protein
BMEPIPMG_00643	CDS	687	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
BMEPIPMG_00644	CDS	780	sdh	1.1.1.276		Serine 3-dehydrogenase
BMEPIPMG_00645	CDS	1458	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
BMEPIPMG_00646	CDS	738				hypothetical protein
BMEPIPMG_00647	CDS	312				hypothetical protein
BMEPIPMG_00648	CDS	498				hypothetical protein
BMEPIPMG_00649	CDS	1413				hypothetical protein
BMEPIPMG_00650	CDS	1404				hypothetical protein
BMEPIPMG_00651	CDS	588				hypothetical protein
BMEPIPMG_00652	CDS	1023				hypothetical protein
BMEPIPMG_00653	CDS	246				hypothetical protein
BMEPIPMG_00654	CDS	369				hypothetical protein
BMEPIPMG_00655	CDS	1425	pyrP_4			Uracil permease
BMEPIPMG_00656	CDS	366				hypothetical protein
BMEPIPMG_00657	CDS	570	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
BMEPIPMG_00658	CDS	1203				hypothetical protein
BMEPIPMG_00659	CDS	1476				hypothetical protein
BMEPIPMG_00660	CDS	1251				hypothetical protein
BMEPIPMG_00661	CDS	924				hypothetical protein
BMEPIPMG_00662	CDS	1581	ifcA_3	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
BMEPIPMG_00663	CDS	690				hypothetical protein
BMEPIPMG_00664	CDS	906				hypothetical protein
BMEPIPMG_00665	CDS	2487	dmsA_6	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
BMEPIPMG_00666	CDS	621	ttrB_1		COG0437	Tetrathionate reductase subunit B
BMEPIPMG_00667	CDS	1203				hypothetical protein
BMEPIPMG_00668	CDS	426				hypothetical protein
BMEPIPMG_00669	CDS	429				hypothetical protein
BMEPIPMG_00670	CDS	2640	uvrA_1		COG0178	UvrABC system protein A
BMEPIPMG_00671	tRNA	76				tRNA-Thr(cgt)
BMEPIPMG_00672	CDS	2271	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
BMEPIPMG_00673	CDS	1701	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
BMEPIPMG_00674	CDS	786	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
BMEPIPMG_00675	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
BMEPIPMG_00676	CDS	2466	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
BMEPIPMG_00677	CDS	561	soeB_4		COG0437	Sulfite dehydrogenase subunit B
BMEPIPMG_00678	CDS	699			COG0664	Cyclic AMP receptor protein
BMEPIPMG_00679	CDS	1155				hypothetical protein
BMEPIPMG_00680	CDS	480	mscL			Large-conductance mechanosensitive channel
BMEPIPMG_00681	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
BMEPIPMG_00682	CDS	276				hypothetical protein
BMEPIPMG_00683	CDS	459				hypothetical protein
BMEPIPMG_00684	CDS	1017				hypothetical protein
BMEPIPMG_00685	CDS	1461				hypothetical protein
BMEPIPMG_00686	CDS	1635				hypothetical protein
BMEPIPMG_00687	CDS	498				hypothetical protein
BMEPIPMG_00688	CDS	1509				hypothetical protein
BMEPIPMG_00689	CDS	1635	ifcA_4	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
BMEPIPMG_00690	CDS	153				hypothetical protein
BMEPIPMG_00691	CDS	1308	menF	5.4.4.2		Isochorismate synthase MenF
BMEPIPMG_00692	CDS	2223	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
BMEPIPMG_00693	CDS	984	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BMEPIPMG_00694	CDS	249				hypothetical protein
BMEPIPMG_00695	CDS	1578	opuE_1		COG0591	Osmoregulated proline transporter OpuE
BMEPIPMG_00696	CDS	897				hypothetical protein
BMEPIPMG_00697	CDS	468				hypothetical protein
BMEPIPMG_00698	CDS	417				hypothetical protein
BMEPIPMG_00699	CDS	1113	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
BMEPIPMG_00700	CDS	993				hypothetical protein
BMEPIPMG_00701	CDS	1458				hypothetical protein
BMEPIPMG_00702	CDS	708				hypothetical protein
BMEPIPMG_00703	CDS	312				hypothetical protein
BMEPIPMG_00704	CDS	2832	secA1		COG0653	Protein translocase subunit SecA 1
BMEPIPMG_00705	CDS	1101	prfB			Peptide chain release factor 2
BMEPIPMG_00706	CDS	834	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
BMEPIPMG_00707	CDS	978	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
BMEPIPMG_00708	CDS	891	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BMEPIPMG_00709	CDS	915	ftsX		COG2177	Cell division protein FtsX
BMEPIPMG_00710	CDS	1314				hypothetical protein
BMEPIPMG_00711	CDS	2001	rnr	3.1.13.1	COG0557	Ribonuclease R
BMEPIPMG_00712	CDS	360				hypothetical protein
BMEPIPMG_00713	CDS	1380				hypothetical protein
BMEPIPMG_00714	CDS	1491	ftsY			Signal recognition particle receptor FtsY
BMEPIPMG_00715	CDS	1416	ffh		COG0541	Signal recognition particle protein
BMEPIPMG_00716	CDS	1671				hypothetical protein
BMEPIPMG_00717	CDS	999	dppB		COG0601	Dipeptide transport system permease protein DppB
BMEPIPMG_00718	CDS	876	oppC		COG1173	Oligopeptide transport system permease protein OppC
BMEPIPMG_00719	CDS	993	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BMEPIPMG_00720	CDS	624	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
BMEPIPMG_00721	CDS	246	rpsP		COG0228	30S ribosomal protein S16
BMEPIPMG_00722	CDS	255				hypothetical protein
BMEPIPMG_00723	CDS	525	rimM			Ribosome maturation factor RimM
BMEPIPMG_00724	CDS	996	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
BMEPIPMG_00725	CDS	615	lepB	3.4.21.89	COG0681	Signal peptidase I
BMEPIPMG_00726	CDS	1149				hypothetical protein
BMEPIPMG_00727	CDS	2088	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
BMEPIPMG_00728	CDS	912	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
BMEPIPMG_00729	CDS	348				hypothetical protein
BMEPIPMG_00730	CDS	261				hypothetical protein
BMEPIPMG_00731	CDS	252				hypothetical protein
BMEPIPMG_00732	CDS	186				hypothetical protein
BMEPIPMG_00733	CDS	198				hypothetical protein
BMEPIPMG_00734	CDS	381				hypothetical protein
BMEPIPMG_00735	CDS	210				hypothetical protein
BMEPIPMG_00736	CDS	168				hypothetical protein
BMEPIPMG_00737	CDS	165				hypothetical protein
BMEPIPMG_00738	CDS	183				hypothetical protein
BMEPIPMG_00739	CDS	1875				hypothetical protein
BMEPIPMG_00740	CDS	261				hypothetical protein
BMEPIPMG_00741	CDS	618				hypothetical protein
BMEPIPMG_00742	CDS	810				hypothetical protein
BMEPIPMG_00743	CDS	1209				IS110 family transposase ISBth13
BMEPIPMG_00744	CDS	321				hypothetical protein
BMEPIPMG_00745	CDS	1020				hypothetical protein
BMEPIPMG_00746	CDS	2718	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
BMEPIPMG_00747	CDS	1194	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
BMEPIPMG_00748	CDS	762	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
BMEPIPMG_00749	CDS	783				hypothetical protein
BMEPIPMG_00750	CDS	12189				hypothetical protein
BMEPIPMG_00751	CDS	789				hypothetical protein
BMEPIPMG_00752	CDS	330				hypothetical protein
BMEPIPMG_00753	CDS	1812			COG1132	putative ABC transporter ATP-binding protein
BMEPIPMG_00754	CDS	1908			COG1132	putative ABC transporter ATP-binding protein
BMEPIPMG_00755	CDS	858				hypothetical protein
BMEPIPMG_00756	CDS	1431				hypothetical protein
BMEPIPMG_00757	CDS	894	nth_1	4.2.99.18		Endonuclease III
BMEPIPMG_00758	CDS	642	mntP		COG1971	putative manganese efflux pump MntP
BMEPIPMG_00759	CDS	933				hypothetical protein
BMEPIPMG_00760	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
BMEPIPMG_00761	CDS	1278				hypothetical protein
