locus_tag	ftype	length_bp	gene	EC_number	COG	product
KFNBJHEN_00377	CDS	720	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KFNBJHEN_00378	CDS	735				hypothetical protein
KFNBJHEN_00379	CDS	663	ttrB_3		COG0437	Tetrathionate reductase subunit B
KFNBJHEN_00380	CDS	2481	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
KFNBJHEN_00381	CDS	105				hypothetical protein
KFNBJHEN_00382	CDS	444	walR_1		COG0745	Transcriptional regulatory protein WalR
KFNBJHEN_00383	CDS	291	afsQ1			Transcriptional regulatory protein AfsQ1
KFNBJHEN_00384	CDS	1716	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
KFNBJHEN_00385	CDS	672				hypothetical protein
KFNBJHEN_00386	tRNA	83				tRNA-Leu(taa)
KFNBJHEN_00387	CDS	951	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
KFNBJHEN_00388	CDS	945				hypothetical protein
KFNBJHEN_00389	CDS	381	mntR_2		COG1321	Transcriptional regulator MntR
KFNBJHEN_00390	CDS	303				hypothetical protein
KFNBJHEN_00391	CDS	2337	feoB		COG0370	Fe(2+) transporter FeoB
KFNBJHEN_00392	CDS	231				hypothetical protein
KFNBJHEN_00393	CDS	282				hypothetical protein
KFNBJHEN_00394	CDS	1575	thrC	4.2.3.1	COG0498	Threonine synthase
KFNBJHEN_00395	CDS	345				hypothetical protein
KFNBJHEN_00396	CDS	291				hypothetical protein
KFNBJHEN_00397	CDS	447				hypothetical protein
KFNBJHEN_00398	CDS	441				hypothetical protein
KFNBJHEN_00399	CDS	2142				hypothetical protein
KFNBJHEN_00400	CDS	516				hypothetical protein
KFNBJHEN_00401	CDS	165				hypothetical protein
KFNBJHEN_00402	CDS	243				hypothetical protein
KFNBJHEN_00403	CDS	951				hypothetical protein
KFNBJHEN_00404	CDS	987				hypothetical protein
KFNBJHEN_00405	CDS	1332				hypothetical protein
KFNBJHEN_00406	CDS	1317				hypothetical protein
KFNBJHEN_00407	CDS	816				hypothetical protein
KFNBJHEN_00408	tRNA	75				tRNA-Val(tac)
KFNBJHEN_00409	CDS	1221				hypothetical protein
KFNBJHEN_00410	CDS	1188				hypothetical protein
KFNBJHEN_00411	CDS	1056	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KFNBJHEN_00412	CDS	1158				hypothetical protein
KFNBJHEN_00413	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
KFNBJHEN_00414	CDS	225				hypothetical protein
KFNBJHEN_00415	CDS	504				hypothetical protein
KFNBJHEN_00416	CDS	696				hypothetical protein
KFNBJHEN_00417	CDS	984				hypothetical protein
KFNBJHEN_00418	CDS	888	cmpR_1		COG0583	HTH-type transcriptional activator CmpR
KFNBJHEN_00419	CDS	1338				hypothetical protein
KFNBJHEN_00420	CDS	1575				hypothetical protein
KFNBJHEN_00421	CDS	873				hypothetical protein
KFNBJHEN_00422	CDS	663				hypothetical protein
KFNBJHEN_00423	CDS	3117	pcrA_1	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
KFNBJHEN_00424	CDS	1557				hypothetical protein
KFNBJHEN_00425	CDS	873				hypothetical protein
KFNBJHEN_00426	CDS	741	torD_4			Chaperone protein TorD
KFNBJHEN_00427	CDS	654	napG_3		COG1145	Ferredoxin-type protein NapG
KFNBJHEN_00428	CDS	1023				hypothetical protein
KFNBJHEN_00429	CDS	969				hypothetical protein
KFNBJHEN_00430	CDS	1527	ribZ_1			Riboflavin transporter RibZ
KFNBJHEN_00431	CDS	1701				hypothetical protein
KFNBJHEN_00432	CDS	1413				hypothetical protein
KFNBJHEN_00433	CDS	1797		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KFNBJHEN_00434	CDS	1254	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
KFNBJHEN_00435	CDS	534	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
KFNBJHEN_00436	CDS	1479		5.1.1.1		Alanine racemase
KFNBJHEN_00437	CDS	567	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
KFNBJHEN_00438	CDS	924	corA		COG0598	Cobalt/magnesium transport protein CorA
KFNBJHEN_00439	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
KFNBJHEN_00440	CDS	1602	nhaA			Na(+)/H(+) antiporter NhaA
KFNBJHEN_00441	CDS	585	hpf			Ribosome hibernation promotion factor
KFNBJHEN_00442	CDS	219	acpP			Acyl carrier protein
KFNBJHEN_00443	CDS	405				hypothetical protein
KFNBJHEN_00444	CDS	2511	copA	7.2.2.8		Copper-exporting P-type ATPase
KFNBJHEN_00445	CDS	513				hypothetical protein
KFNBJHEN_00446	CDS	1377	glmU			Bifunctional protein GlmU
KFNBJHEN_00447	CDS	966	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
KFNBJHEN_00448	CDS	555	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
KFNBJHEN_00449	CDS	1386	ribZ_2			Riboflavin transporter RibZ
KFNBJHEN_00450	CDS	1869	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KFNBJHEN_00451	CDS	618	yigZ		COG1739	IMPACT family member YigZ
KFNBJHEN_00452	CDS	426				hypothetical protein
KFNBJHEN_00453	CDS	786	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
KFNBJHEN_00454	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KFNBJHEN_00455	CDS	663	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
KFNBJHEN_00456	CDS	3342	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
KFNBJHEN_00457	CDS	2385	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
KFNBJHEN_00458	CDS	675	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
KFNBJHEN_00459	CDS	1056				hypothetical protein
KFNBJHEN_00460	CDS	630				hypothetical protein
KFNBJHEN_00461	CDS	1173				hypothetical protein
KFNBJHEN_00462	CDS	999				hypothetical protein
KFNBJHEN_00463	CDS	1278	lysC	2.7.2.4	COG0527	Aspartokinase
KFNBJHEN_00464	CDS	1050	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KFNBJHEN_00465	CDS	1047				hypothetical protein
KFNBJHEN_00466	CDS	768	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
KFNBJHEN_00467	CDS	912	dtd3_1	3.1.1.96		D-aminoacyl-tRNA deacylase
KFNBJHEN_00468	CDS	315				hypothetical protein
KFNBJHEN_00469	CDS	387				hypothetical protein
KFNBJHEN_00470	CDS	699				hypothetical protein
KFNBJHEN_00471	CDS	360	yccF		COG3304	Inner membrane protein YccF
KFNBJHEN_00472	CDS	381				hypothetical protein
KFNBJHEN_00473	CDS	993				hypothetical protein
KFNBJHEN_00474	CDS	2415	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
KFNBJHEN_00475	CDS	1611				hypothetical protein
KFNBJHEN_00476	CDS	969	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
KFNBJHEN_00477	CDS	1194	pepT	3.4.11.4	COG2195	Peptidase T
KFNBJHEN_00478	CDS	717				hypothetical protein
KFNBJHEN_00479	CDS	1143				hypothetical protein
KFNBJHEN_00480	CDS	1665				hypothetical protein
KFNBJHEN_00481	CDS	633				hypothetical protein
KFNBJHEN_00482	CDS	1497				hypothetical protein
KFNBJHEN_00483	CDS	372	rpsL			30S ribosomal protein S12
KFNBJHEN_00484	CDS	471	rpsG		COG0049	30S ribosomal protein S7
KFNBJHEN_00485	CDS	2118	fusA_2		COG0480	Elongation factor G
KFNBJHEN_00486	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
KFNBJHEN_00487	CDS	621	rplC		COG0087	50S ribosomal protein L3
KFNBJHEN_00488	CDS	627	rplD			50S ribosomal protein L4
KFNBJHEN_00489	CDS	288	rplW		COG0089	50S ribosomal protein L23
KFNBJHEN_00490	CDS	495				hypothetical protein
KFNBJHEN_00491	CDS	267				hypothetical protein
KFNBJHEN_00492	CDS	1287				hypothetical protein
KFNBJHEN_00493	CDS	1605				hypothetical protein
KFNBJHEN_00494	CDS	567				hypothetical protein
KFNBJHEN_00495	CDS	702			COG1136	putative ABC transporter ATP-binding protein
KFNBJHEN_00496	CDS	3273	smc_1			Chromosome partition protein Smc
KFNBJHEN_00497	CDS	549				hypothetical protein
KFNBJHEN_00498	CDS	1923				hypothetical protein
KFNBJHEN_00499	CDS	696	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KFNBJHEN_00500	CDS	1608				hypothetical protein
KFNBJHEN_00501	CDS	573				hypothetical protein
KFNBJHEN_00502	CDS	1332	tig_1	5.2.1.8	COG0544	Trigger factor
KFNBJHEN_00503	CDS	2034				hypothetical protein
KFNBJHEN_00504	CDS	945	rplB			50S ribosomal protein L2
KFNBJHEN_00505	CDS	273	rpsS			30S ribosomal protein S19
KFNBJHEN_00506	CDS	342	rplV		COG0091	50S ribosomal protein L22
KFNBJHEN_00507	CDS	714	rpsC		COG0092	30S ribosomal protein S3
KFNBJHEN_00508	CDS	423	rplP		COG0197	50S ribosomal protein L16
KFNBJHEN_00509	CDS	195	rpmC			50S ribosomal protein L29
KFNBJHEN_00510	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
KFNBJHEN_00511	CDS	369	rplN		COG0093	50S ribosomal protein L14
KFNBJHEN_00512	CDS	336	rplX		COG0198	50S ribosomal protein L24
KFNBJHEN_00513	CDS	552	rplE			50S ribosomal protein L5
KFNBJHEN_00514	CDS	186	rpsZ			30S ribosomal protein S14 type Z
KFNBJHEN_00515	CDS	399	rpsH		COG0096	30S ribosomal protein S8
KFNBJHEN_00516	CDS	540	rplF			50S ribosomal protein L6
KFNBJHEN_00517	CDS	369	rplR		COG0256	50S ribosomal protein L18
KFNBJHEN_00518	CDS	531	rpsE		COG0098	30S ribosomal protein S5
KFNBJHEN_00519	CDS	192	rpmD		COG1841	50S ribosomal protein L30
KFNBJHEN_00520	CDS	450	rplO			50S ribosomal protein L15
KFNBJHEN_00521	CDS	1281	secY		COG0201	Protein translocase subunit SecY
KFNBJHEN_00522	CDS	630	adk	2.7.4.3		Adenylate kinase
KFNBJHEN_00523	CDS	2178				hypothetical protein
KFNBJHEN_00524	CDS	1644	hbpA		COG0747	Heme-binding protein A
KFNBJHEN_00525	CDS	1101	prfB			Peptide chain release factor 2
KFNBJHEN_00526	CDS	834	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
KFNBJHEN_00527	CDS	978	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
KFNBJHEN_00528	CDS	891	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KFNBJHEN_00529	CDS	915	ftsX		COG2177	Cell division protein FtsX
KFNBJHEN_00530	CDS	1314				hypothetical protein
KFNBJHEN_00531	CDS	2001	rnr	3.1.13.1	COG0557	Ribonuclease R
KFNBJHEN_00532	CDS	372				hypothetical protein
KFNBJHEN_00533	CDS	1380				hypothetical protein
KFNBJHEN_00534	CDS	1497	ftsY			Signal recognition particle receptor FtsY
KFNBJHEN_00535	CDS	1416	ffh		COG0541	Signal recognition particle protein
KFNBJHEN_00536	CDS	1671	sgrR			HTH-type transcriptional regulator SgrR
KFNBJHEN_00537	CDS	984	dppB		COG0601	Dipeptide transport system permease protein DppB
KFNBJHEN_00538	CDS	876	oppC		COG1173	Oligopeptide transport system permease protein OppC
KFNBJHEN_00539	CDS	993	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KFNBJHEN_00540	CDS	624	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
KFNBJHEN_00541	CDS	246	rpsP		COG0228	30S ribosomal protein S16
KFNBJHEN_00542	CDS	255				hypothetical protein
KFNBJHEN_00543	CDS	525	rimM			Ribosome maturation factor RimM
KFNBJHEN_00544	CDS	825	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
KFNBJHEN_00545	CDS	615	lepB	3.4.21.89	COG0681	Signal peptidase I
KFNBJHEN_00546	CDS	1146				hypothetical protein
KFNBJHEN_00547	CDS	2088	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KFNBJHEN_00548	CDS	912	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
KFNBJHEN_00549	CDS	1020				hypothetical protein
KFNBJHEN_00550	CDS	2718	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
KFNBJHEN_00551	CDS	1131	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
KFNBJHEN_00552	CDS	762	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
KFNBJHEN_00553	CDS	783				hypothetical protein
KFNBJHEN_00554	CDS	12201				hypothetical protein
KFNBJHEN_00555	CDS	789				hypothetical protein
KFNBJHEN_00556	CDS	330				hypothetical protein
KFNBJHEN_00557	CDS	1812			COG1132	putative ABC transporter ATP-binding protein
KFNBJHEN_00558	CDS	1908			COG1132	putative ABC transporter ATP-binding protein
KFNBJHEN_00559	CDS	858				hypothetical protein
KFNBJHEN_00560	CDS	1431				hypothetical protein
KFNBJHEN_00561	CDS	894	nth_1	4.2.99.18		Endonuclease III
KFNBJHEN_00562	CDS	642	mntP		COG1971	putative manganese efflux pump MntP
KFNBJHEN_00563	CDS	933				hypothetical protein
KFNBJHEN_00564	CDS	849	pheA			Bifunctional chorismate mutase/prephenate dehydratase
KFNBJHEN_00565	CDS	1278				hypothetical protein
KFNBJHEN_00566	CDS	1674	hydB	1.12.2.1	COG0374	Periplasmic [NiFe] hydrogenase large subunit
KFNBJHEN_00567	CDS	687				hypothetical protein
KFNBJHEN_00568	CDS	2652				hypothetical protein
KFNBJHEN_00569	CDS	2193				hypothetical protein
KFNBJHEN_00570	CDS	438				hypothetical protein
KFNBJHEN_00571	CDS	501				hypothetical protein
KFNBJHEN_00572	CDS	663	nth_2	4.2.99.18	COG0177	Endonuclease III
KFNBJHEN_00573	CDS	3876	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
KFNBJHEN_00574	CDS	1020	yicL		COG0697	putative inner membrane transporter YicL
KFNBJHEN_00575	CDS	447				hypothetical protein
KFNBJHEN_00576	CDS	2298				hypothetical protein
KFNBJHEN_00577	CDS	1623	gltX1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
KFNBJHEN_00578	CDS	1284				hypothetical protein
KFNBJHEN_00579	CDS	417				hypothetical protein
KFNBJHEN_00580	CDS	1269	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
KFNBJHEN_00581	CDS	1602				hypothetical protein
KFNBJHEN_00582	CDS	1392				hypothetical protein
KFNBJHEN_00583	CDS	927				hypothetical protein
KFNBJHEN_00584	CDS	486	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
KFNBJHEN_00585	CDS	1329	uvrA_1			UvrABC system protein A
KFNBJHEN_00586	CDS	762				hypothetical protein
KFNBJHEN_00587	CDS	1332	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
KFNBJHEN_00588	CDS	780				hypothetical protein
KFNBJHEN_00589	CDS	1368	dinB_1	2.7.7.7		DNA polymerase IV
KFNBJHEN_00590	CDS	450				hypothetical protein
KFNBJHEN_00591	CDS	1545				hypothetical protein
KFNBJHEN_00592	CDS	249				hypothetical protein
KFNBJHEN_00593	CDS	327				hypothetical protein
KFNBJHEN_00594	CDS	1017				hypothetical protein
KFNBJHEN_00595	CDS	318				hypothetical protein
KFNBJHEN_00596	CDS	2703	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
KFNBJHEN_00597	CDS	3774	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
KFNBJHEN_00598	CDS	306				hypothetical protein
KFNBJHEN_00599	CDS	777		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
KFNBJHEN_00600	CDS	255				hypothetical protein
KFNBJHEN_00601	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
KFNBJHEN_00602	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
KFNBJHEN_00603	CDS	1521	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KFNBJHEN_00604	CDS	579				hypothetical protein
KFNBJHEN_00605	CDS	1698	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
KFNBJHEN_00606	CDS	1215	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
KFNBJHEN_00607	CDS	654				hypothetical protein
KFNBJHEN_00608	CDS	2082		1.16.1.-	COG0446	Metal reductase
KFNBJHEN_00609	CDS	1182	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KFNBJHEN_00610	CDS	774				hypothetical protein
KFNBJHEN_00611	CDS	567	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
KFNBJHEN_00612	CDS	768	fixA_2			Protein FixA
KFNBJHEN_00613	CDS	963	etfA		COG2025	Electron transfer flavoprotein subunit alpha
KFNBJHEN_00614	CDS	2109		1.18.-.-	COG0247	EtfAB:quinone oxidoreductase
KFNBJHEN_00615	CDS	1029				hypothetical protein
KFNBJHEN_00616	CDS	813	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
KFNBJHEN_00617	CDS	1143		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
KFNBJHEN_00618	CDS	1635	fadK_1	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
KFNBJHEN_00619	CDS	1626	fadK_2	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
KFNBJHEN_00620	CDS	879	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
KFNBJHEN_00621	CDS	633		1.6.5.2		NAD(P)H dehydrogenase (quinone)
KFNBJHEN_00622	CDS	849				hypothetical protein
KFNBJHEN_00623	CDS	1311	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
KFNBJHEN_00624	CDS	1161	caiA_3	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KFNBJHEN_00625	CDS	1281				hypothetical protein
KFNBJHEN_00626	CDS	930	hdfR_1			HTH-type transcriptional regulator HdfR
KFNBJHEN_00627	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
KFNBJHEN_00628	CDS	1206	nusA		COG0195	Transcription termination/antitermination protein NusA
KFNBJHEN_00629	CDS	291				hypothetical protein
KFNBJHEN_00630	CDS	2736	infB			Translation initiation factor IF-2
KFNBJHEN_00631	CDS	1290	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
KFNBJHEN_00632	CDS	789				hypothetical protein
KFNBJHEN_00633	CDS	903	asrB		COG0543	Anaerobic sulfite reductase subunit B
KFNBJHEN_00634	CDS	1026	asrA		COG1145	Anaerobic sulfite reductase subunit A
KFNBJHEN_00635	CDS	405	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
KFNBJHEN_00636	CDS	1386				hypothetical protein
KFNBJHEN_00637	CDS	534	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
KFNBJHEN_00638	CDS	1446	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
KFNBJHEN_00639	tRNA	76				tRNA-Arg(ccg)
KFNBJHEN_00640	CDS	948	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
KFNBJHEN_00641	CDS	405				hypothetical protein
KFNBJHEN_00642	tRNA	75				tRNA-Glu(ttc)
KFNBJHEN_00643	CDS	1002				hypothetical protein
KFNBJHEN_00644	CDS	1452	ugtP	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
KFNBJHEN_00645	CDS	1518	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
KFNBJHEN_00646	CDS	408				hypothetical protein
KFNBJHEN_00647	CDS	357	rplT		COG0292	50S ribosomal protein L20
KFNBJHEN_00648	CDS	198	rpmI			50S ribosomal protein L35
KFNBJHEN_00649	CDS	573	infC		COG0290	Translation initiation factor IF-3
KFNBJHEN_00650	CDS	1287				hypothetical protein
KFNBJHEN_00651	CDS	360				hypothetical protein
KFNBJHEN_00652	CDS	2916				hypothetical protein
KFNBJHEN_00653	CDS	777	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
KFNBJHEN_00654	CDS	930				hypothetical protein
KFNBJHEN_00655	CDS	1068				hypothetical protein
KFNBJHEN_00656	CDS	810				hypothetical protein
KFNBJHEN_00657	CDS	1329		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
KFNBJHEN_00658	CDS	522				hypothetical protein
KFNBJHEN_00659	CDS	414				hypothetical protein
KFNBJHEN_00660	CDS	306				hypothetical protein
KFNBJHEN_00661	CDS	1578				hypothetical protein
KFNBJHEN_00662	CDS	5088	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
KFNBJHEN_00663	CDS	204				hypothetical protein
KFNBJHEN_00664	CDS	1548				hypothetical protein
KFNBJHEN_00665	CDS	1770	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
KFNBJHEN_00666	CDS	585				hypothetical protein
KFNBJHEN_00667	CDS	1572	pepD	3.4.-.-	COG4690	Dipeptidase
KFNBJHEN_00668	CDS	438			COG3279	putative HTH-type transcriptional regulator
KFNBJHEN_00669	CDS	432				hypothetical protein
KFNBJHEN_00670	CDS	2211	rep	3.6.4.12		ATP-dependent DNA helicase Rep
KFNBJHEN_00671	CDS	1017	aes	3.1.1.-		Acetyl esterase
KFNBJHEN_00672	CDS	1860				hypothetical protein
KFNBJHEN_00673	CDS	768	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
KFNBJHEN_00674	CDS	855	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
KFNBJHEN_00675	CDS	840	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
KFNBJHEN_00676	CDS	606				hypothetical protein
KFNBJHEN_00677	CDS	576				hypothetical protein
KFNBJHEN_00678	CDS	801	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
KFNBJHEN_00679	CDS	282				hypothetical protein
KFNBJHEN_00680	CDS	564				hypothetical protein
KFNBJHEN_00681	CDS	252				hypothetical protein
KFNBJHEN_00682	CDS	471				hypothetical protein
KFNBJHEN_00683	CDS	1203				hypothetical protein
KFNBJHEN_00684	CDS	618	soeB_3		COG0437	Sulfite dehydrogenase subunit B
KFNBJHEN_00685	CDS	2418	pcrA_3	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
KFNBJHEN_00686	CDS	321				hypothetical protein
KFNBJHEN_00687	CDS	279				hypothetical protein
KFNBJHEN_00688	CDS	306	higA-1		COG3093	Antitoxin HigA-1
KFNBJHEN_00689	CDS	933				hypothetical protein
KFNBJHEN_00690	CDS	462				hypothetical protein
KFNBJHEN_00691	CDS	981				hypothetical protein
KFNBJHEN_00692	CDS	954	uppP	3.6.1.27		Undecaprenyl-diphosphatase
KFNBJHEN_00693	CDS	822				hypothetical protein
KFNBJHEN_00694	CDS	1083				hypothetical protein
KFNBJHEN_00695	CDS	888	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KFNBJHEN_00696	CDS	1320	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
KFNBJHEN_00697	CDS	420				hypothetical protein
KFNBJHEN_00698	CDS	720				hypothetical protein
KFNBJHEN_00699	CDS	834				hypothetical protein
KFNBJHEN_00700	CDS	726		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
KFNBJHEN_00701	CDS	1041				hypothetical protein
KFNBJHEN_00702	CDS	720	walR_2		COG0745	Transcriptional regulatory protein WalR
KFNBJHEN_00703	CDS	2196	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KFNBJHEN_00704	CDS	990	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
KFNBJHEN_00705	CDS	2613	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
KFNBJHEN_00706	CDS	462	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KFNBJHEN_00707	CDS	1287	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
KFNBJHEN_00708	CDS	759	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KFNBJHEN_00709	CDS	963	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
KFNBJHEN_00710	CDS	966		1.6.5.11	COG2070	NADH:quinone reductase
KFNBJHEN_00711	CDS	1167	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
KFNBJHEN_00712	CDS	1158				hypothetical protein
KFNBJHEN_00713	CDS	855				hypothetical protein
KFNBJHEN_00714	CDS	789				hypothetical protein
KFNBJHEN_00715	CDS	909	ppx	3.6.1.11	COG0248	Exopolyphosphatase
KFNBJHEN_00716	CDS	687				hypothetical protein
KFNBJHEN_00717	CDS	600		3.1.3.3	COG0560	Phosphoserine phosphatase
KFNBJHEN_00718	CDS	1875				hypothetical protein
KFNBJHEN_00719	CDS	1041				hypothetical protein
KFNBJHEN_00720	CDS	387				hypothetical protein
KFNBJHEN_00721	CDS	720	natR		COG3279	Transcriptional regulatory protein NatR
KFNBJHEN_00722	CDS	915				hypothetical protein
KFNBJHEN_00723	CDS	912				hypothetical protein
KFNBJHEN_00724	CDS	1413	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
KFNBJHEN_00725	CDS	576	lspA	3.4.23.36		Lipoprotein signal peptidase
KFNBJHEN_00726	CDS	1068	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KFNBJHEN_00727	CDS	1161	hemH	4.99.1.1		Ferrochelatase
KFNBJHEN_00728	CDS	1527	ifcA_1	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KFNBJHEN_00729	CDS	1374				hypothetical protein
KFNBJHEN_00730	CDS	1521	ifcA_2	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KFNBJHEN_00731	CDS	897				hypothetical protein
KFNBJHEN_00732	CDS	612				hypothetical protein
KFNBJHEN_00733	CDS	1524	ifcA_3	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
KFNBJHEN_00734	CDS	252				hypothetical protein
KFNBJHEN_00735	CDS	930				hypothetical protein
KFNBJHEN_00736	CDS	804				hypothetical protein
KFNBJHEN_00737	CDS	498				hypothetical protein
KFNBJHEN_00738	CDS	1434				hypothetical protein
KFNBJHEN_00739	CDS	1623				hypothetical protein
KFNBJHEN_00740	tRNA	77				tRNA-Pro(ggg)
KFNBJHEN_00741	CDS	441				hypothetical protein
KFNBJHEN_00742	CDS	1347	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KFNBJHEN_00743	CDS	1935	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KFNBJHEN_00744	CDS	870	hycD		COG0650	Formate hydrogenlyase subunit 4
KFNBJHEN_00745	CDS	444	hycG		COG3260	Formate hydrogenlyase subunit 7
