locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBCBFIFP_00372	CDS	438	atpC			ATP synthase epsilon chain
MBCBFIFP_00373	CDS	1446	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MBCBFIFP_00374	CDS	930	atpG			ATP synthase gamma chain
MBCBFIFP_00375	CDS	1566	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
MBCBFIFP_00376	CDS	579	atpH_1			ATP synthase subunit delta
MBCBFIFP_00377	CDS	612	atpF			ATP synthase subunit b
MBCBFIFP_00378	CDS	219	atpH_2			ATP synthase subunit c
MBCBFIFP_00379	CDS	711	atpB		COG0356	ATP synthase subunit a
MBCBFIFP_00380	CDS	714				hypothetical protein
MBCBFIFP_00381	CDS	1377				hypothetical protein
MBCBFIFP_00382	CDS	1170				hypothetical protein
MBCBFIFP_00383	CDS	585				hypothetical protein
MBCBFIFP_00384	CDS	885	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
MBCBFIFP_00385	CDS	681				hypothetical protein
MBCBFIFP_00386	CDS	333				hypothetical protein
MBCBFIFP_00387	CDS	456				hypothetical protein
MBCBFIFP_00388	CDS	3690				hypothetical protein
MBCBFIFP_00389	CDS	1068				hypothetical protein
MBCBFIFP_00390	CDS	372				hypothetical protein
MBCBFIFP_00391	CDS	504				hypothetical protein
MBCBFIFP_00392	CDS	396				hypothetical protein
MBCBFIFP_00393	CDS	213				hypothetical protein
MBCBFIFP_00394	CDS	1590				hypothetical protein
MBCBFIFP_00395	CDS	957				hypothetical protein
MBCBFIFP_00396	CDS	318				hypothetical protein
MBCBFIFP_00397	CDS	597	recR		COG0353	Recombination protein RecR
MBCBFIFP_00398	CDS	309			COG0718	Nucleoid-associated protein
MBCBFIFP_00399	CDS	2364				hypothetical protein
MBCBFIFP_00400	CDS	831				hypothetical protein
MBCBFIFP_00401	CDS	1656				hypothetical protein
MBCBFIFP_00402	CDS	1038				hypothetical protein
MBCBFIFP_00403	CDS	1335	eriC_1		COG0038	Chloride/fluoride channel protein
MBCBFIFP_00404	CDS	810	fdhD		COG1526	Sulfur carrier protein FdhD
MBCBFIFP_00405	CDS	831	focA_2		COG2116	putative formate transporter 1
MBCBFIFP_00406	CDS	507	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
MBCBFIFP_00407	CDS	588				hypothetical protein
MBCBFIFP_00408	CDS	783	hycG_1		COG3260	Formate hydrogenlyase subunit 7
MBCBFIFP_00409	CDS	531	ndhI_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
MBCBFIFP_00410	CDS	1740	hycE_1		COG3261	Formate hydrogenlyase subunit 5
MBCBFIFP_00411	CDS	1578	hyfB_1	1.-.-.-	COG0651	Hydrogenase-4 component B
MBCBFIFP_00412	CDS	657	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
MBCBFIFP_00413	CDS	927	hycD_1		COG0650	Formate hydrogenlyase subunit 4
MBCBFIFP_00414	CDS	2091	hyfB_2	1.-.-.-	COG0651	Hydrogenase-4 component B
MBCBFIFP_00415	CDS	594	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
MBCBFIFP_00416	CDS	2175	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
MBCBFIFP_00417	CDS	549	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
MBCBFIFP_00418	CDS	672				hypothetical protein
MBCBFIFP_00419	CDS	1782	aspS	6.1.1.12		Aspartate--tRNA ligase
MBCBFIFP_00420	CDS	2661	acn	4.2.1.3	COG1048	Aconitate hydratase A
MBCBFIFP_00421	CDS	603				hypothetical protein
MBCBFIFP_00422	rRNA	93				5S ribosomal RNA (partial)
MBCBFIFP_00423	CDS	810	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MBCBFIFP_00424	CDS	609	ngr_1		COG1592	Nigerythrin
MBCBFIFP_00425	CDS	1440	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
MBCBFIFP_00426	CDS	507	arcC1_1	2.7.2.2		Carbamate kinase 1
MBCBFIFP_00427	CDS	450	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
MBCBFIFP_00428	CDS	1146		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
MBCBFIFP_00429	CDS	951				hypothetical protein
MBCBFIFP_00430	CDS	744				hypothetical protein
MBCBFIFP_00431	CDS	588	dmsD_3		COG3381	Tat proofreading chaperone DmsD
MBCBFIFP_00432	CDS	627	dmsB_6		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00433	CDS	2484	ynfF_2	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
MBCBFIFP_00434	CDS	1521				hypothetical protein
MBCBFIFP_00435	CDS	564	efp		COG0231	Elongation factor P
MBCBFIFP_00436	CDS	882				DegV domain-containing protein
MBCBFIFP_00437	CDS	1497				hypothetical protein
MBCBFIFP_00438	CDS	1725				hypothetical protein
MBCBFIFP_00439	CDS	606				hypothetical protein
MBCBFIFP_00440	CDS	426				hypothetical protein
MBCBFIFP_00441	CDS	810	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
MBCBFIFP_00442	CDS	999	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
MBCBFIFP_00443	CDS	837	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MBCBFIFP_00444	CDS	426	ribU		COG3601	Riboflavin transporter RibU
MBCBFIFP_00445	CDS	195				hypothetical protein
MBCBFIFP_00446	CDS	897	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
MBCBFIFP_00447	CDS	999	hmuU		COG0609	Hemin transport system permease protein HmuU
MBCBFIFP_00448	CDS	822	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
MBCBFIFP_00449	CDS	1365				hypothetical protein
MBCBFIFP_00450	CDS	1752				hypothetical protein
MBCBFIFP_00451	CDS	1422				hypothetical protein
MBCBFIFP_00452	CDS	1677	ifcA_3	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MBCBFIFP_00453	CDS	783				hypothetical protein
MBCBFIFP_00454	CDS	96				hypothetical protein
MBCBFIFP_00455	CDS	627	napG_2		COG1145	Ferredoxin-type protein NapG
MBCBFIFP_00456	CDS	1392	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
MBCBFIFP_00457	CDS	621	yqgN		COG0212	putative protein YqgN
MBCBFIFP_00458	tRNA	76				tRNA-Ala(cgc)
MBCBFIFP_00459	CDS	963	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
MBCBFIFP_00460	CDS	300	fixX_2		COG2440	Ferredoxin-like protein FixX
MBCBFIFP_00461	CDS	1302		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
MBCBFIFP_00462	CDS	885	fixB_2		COG2025	Protein FixB
MBCBFIFP_00463	CDS	849	fixA_2		COG2086	Protein FixA
MBCBFIFP_00464	CDS	786	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
MBCBFIFP_00465	CDS	1416	ygcS			Inner membrane metabolite transport protein YgcS
MBCBFIFP_00466	CDS	867				hypothetical protein
MBCBFIFP_00467	CDS	1599	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
MBCBFIFP_00468	CDS	1215	caiB	2.8.3.21		L-carnitine CoA-transferase
MBCBFIFP_00469	CDS	1149	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
MBCBFIFP_00470	CDS	984	aes_1	3.1.1.-	COG0657	Acetyl esterase
MBCBFIFP_00471	CDS	1338	yqcE			Inner membrane protein YqcE
MBCBFIFP_00472	CDS	1467				hypothetical protein
MBCBFIFP_00473	CDS	291				hypothetical protein
MBCBFIFP_00474	CDS	306				hypothetical protein
MBCBFIFP_00475	CDS	1698	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
MBCBFIFP_00476	CDS	579				hypothetical protein
MBCBFIFP_00477	CDS	1521	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
MBCBFIFP_00478	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MBCBFIFP_00479	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MBCBFIFP_00480	CDS	255				hypothetical protein
MBCBFIFP_00481	CDS	777		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
MBCBFIFP_00482	CDS	306				hypothetical protein
MBCBFIFP_00483	CDS	3720	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
MBCBFIFP_00484	CDS	2700	rexB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
MBCBFIFP_00485	CDS	318				hypothetical protein
MBCBFIFP_00486	CDS	981				hypothetical protein
MBCBFIFP_00487	CDS	327				hypothetical protein
MBCBFIFP_00488	CDS	249				hypothetical protein
MBCBFIFP_00489	CDS	1458				hypothetical protein
MBCBFIFP_00490	CDS	486				hypothetical protein
MBCBFIFP_00491	CDS	1362	dinB_1	2.7.7.7		DNA polymerase IV
MBCBFIFP_00492	CDS	693				hypothetical protein
MBCBFIFP_00493	CDS	1332	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
MBCBFIFP_00494	CDS	762				hypothetical protein
MBCBFIFP_00495	CDS	2916	uvrA_1		COG0178	UvrABC system protein A
MBCBFIFP_00496	CDS	1401				hypothetical protein
MBCBFIFP_00497	CDS	99				hypothetical protein
MBCBFIFP_00498	CDS	969	xerD_1		COG4974	Tyrosine recombinase XerD
MBCBFIFP_00499	CDS	1365	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
MBCBFIFP_00500	CDS	948				hypothetical protein
MBCBFIFP_00501	CDS	1476	comM		COG0606	Competence protein ComM
MBCBFIFP_00502	CDS	501				hypothetical protein
MBCBFIFP_00503	CDS	792	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MBCBFIFP_00504	CDS	348	rplS			50S ribosomal protein L19
MBCBFIFP_00505	CDS	936			COG0330	putative protein
MBCBFIFP_00506	CDS	1305	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MBCBFIFP_00507	CDS	1587	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
MBCBFIFP_00508	CDS	684				hypothetical protein
MBCBFIFP_00509	CDS	942	cysK	2.5.1.47		Cysteine synthase
MBCBFIFP_00510	CDS	678	glpK	2.7.1.30	COG0554	Glycerol kinase
MBCBFIFP_00511	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
MBCBFIFP_00512	CDS	858	aroA_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MBCBFIFP_00513	CDS	1101	aroC_1	4.2.3.5	COG0082	Chorismate synthase
MBCBFIFP_00514	CDS	531	ifcA_4	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MBCBFIFP_00515	CDS	1311	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
MBCBFIFP_00516	CDS	1707				hypothetical protein
MBCBFIFP_00517	CDS	183				hypothetical protein
MBCBFIFP_00518	CDS	1194	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
MBCBFIFP_00519	CDS	1389				hypothetical protein
MBCBFIFP_00520	CDS	1563				hypothetical protein
MBCBFIFP_00521	CDS	1707				hypothetical protein
MBCBFIFP_00522	CDS	732				hypothetical protein
MBCBFIFP_00523	CDS	1368	proP_2			Proline/betaine transporter
MBCBFIFP_00524	CDS	1797				hypothetical protein
MBCBFIFP_00525	CDS	549				hypothetical protein
MBCBFIFP_00526	CDS	474	ydhV_2	1.-.-.-	COG2414	putative oxidoreductase YdhV
MBCBFIFP_00527	CDS	393	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MBCBFIFP_00528	CDS	834				hypothetical protein
MBCBFIFP_00529	CDS	1224	arcA_2	3.5.3.6	COG2235	Arginine deiminase
MBCBFIFP_00530	tRNA	77				tRNA-Pro(tgg)
MBCBFIFP_00531	CDS	1200				hypothetical protein
MBCBFIFP_00532	CDS	1596	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
MBCBFIFP_00533	CDS	516				hypothetical protein
MBCBFIFP_00534	CDS	270				hypothetical protein
MBCBFIFP_00535	CDS	495				hypothetical protein
MBCBFIFP_00536	CDS	1587				hypothetical protein
MBCBFIFP_00537	CDS	1605				hypothetical protein
MBCBFIFP_00538	CDS	912	hdfR_2			HTH-type transcriptional regulator HdfR
MBCBFIFP_00539	CDS	1146				hypothetical protein
MBCBFIFP_00540	CDS	291	ade_1	3.5.4.2		Adenine deaminase
MBCBFIFP_00541	CDS	1530	ade_2	3.5.4.2	COG1001	Adenine deaminase
MBCBFIFP_00542	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MBCBFIFP_00543	CDS	954	pyrG_1	6.3.4.2		CTP synthase
MBCBFIFP_00544	CDS	762	sfsA		COG1489	Sugar fermentation stimulation protein A
MBCBFIFP_00545	CDS	1467	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
MBCBFIFP_00546	CDS	987				hypothetical protein
MBCBFIFP_00547	CDS	177				hypothetical protein
MBCBFIFP_00548	CDS	1671	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MBCBFIFP_00549	CDS	1125				hypothetical protein
MBCBFIFP_00550	CDS	561	yrdA		COG0663	Protein YrdA
MBCBFIFP_00551	CDS	831	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
MBCBFIFP_00552	CDS	1059	prmC	2.1.1.297		Release factor glutamine methyltransferase
MBCBFIFP_00553	CDS	1074	prfA		COG0216	Peptide chain release factor 1
MBCBFIFP_00554	CDS	297				hypothetical protein
MBCBFIFP_00555	CDS	852	torD_4			Chaperone protein TorD
MBCBFIFP_00556	CDS	579	dmsB_7		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00557	CDS	2781	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MBCBFIFP_00558	CDS	1536				hypothetical protein
MBCBFIFP_00559	CDS	1389	kefB			Glutathione-regulated potassium-efflux system protein KefB
MBCBFIFP_00560	CDS	309				Thioredoxin C-1
MBCBFIFP_00561	CDS	1011	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MBCBFIFP_00562	CDS	1485	panF		COG4145	Sodium/pantothenate symporter
MBCBFIFP_00563	CDS	327				hypothetical protein
MBCBFIFP_00564	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
MBCBFIFP_00565	CDS	504				hypothetical protein
MBCBFIFP_00566	CDS	735	valS_1	6.1.1.9		Valine--tRNA ligase
MBCBFIFP_00567	CDS	987	malT_2			HTH-type transcriptional regulator MalT
MBCBFIFP_00568	CDS	1773				hypothetical protein
MBCBFIFP_00569	CDS	1206	aguA_1	3.5.3.12	COG2957	Putative agmatine deiminase
MBCBFIFP_00570	CDS	1518	potE_1			Putrescine transporter PotE
MBCBFIFP_00571	CDS	222	ptcA_3	2.1.3.6		Putrescine carbamoyltransferase
MBCBFIFP_00572	CDS	144				hypothetical protein
MBCBFIFP_00573	CDS	189				hypothetical protein
MBCBFIFP_00574	CDS	1656				hypothetical protein
MBCBFIFP_00575	CDS	2178				hypothetical protein
MBCBFIFP_00576	CDS	630	adk	2.7.4.3		Adenylate kinase
MBCBFIFP_00577	CDS	1281	secY		COG0201	Protein translocase subunit SecY
MBCBFIFP_00578	CDS	450	rplO			50S ribosomal protein L15
MBCBFIFP_00579	CDS	192	rpmD		COG1841	50S ribosomal protein L30
MBCBFIFP_00580	CDS	531	rpsE		COG0098	30S ribosomal protein S5
MBCBFIFP_00581	CDS	369	rplR		COG0256	50S ribosomal protein L18
MBCBFIFP_00582	CDS	540	rplF			50S ribosomal protein L6
MBCBFIFP_00583	CDS	399	rpsH		COG0096	30S ribosomal protein S8
MBCBFIFP_00584	CDS	186	rpsZ			30S ribosomal protein S14 type Z
MBCBFIFP_00585	CDS	552	rplE			50S ribosomal protein L5
MBCBFIFP_00586	CDS	336	rplX		COG0198	50S ribosomal protein L24
MBCBFIFP_00587	CDS	369	rplN		COG0093	50S ribosomal protein L14
MBCBFIFP_00588	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
MBCBFIFP_00589	CDS	195	rpmC			50S ribosomal protein L29
MBCBFIFP_00590	CDS	423	rplP		COG0197	50S ribosomal protein L16
MBCBFIFP_00591	CDS	714	rpsC		COG0092	30S ribosomal protein S3
MBCBFIFP_00592	CDS	342	rplV		COG0091	50S ribosomal protein L22
MBCBFIFP_00593	CDS	273	rpsS			30S ribosomal protein S19
MBCBFIFP_00594	CDS	945	rplB			50S ribosomal protein L2
MBCBFIFP_00595	CDS	606				hypothetical protein
MBCBFIFP_00596	CDS	606				hypothetical protein
MBCBFIFP_00597	CDS	402				hypothetical protein
MBCBFIFP_00598	CDS	1437	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
MBCBFIFP_00599	CDS	1002	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
MBCBFIFP_00600	CDS	573				hypothetical protein
MBCBFIFP_00601	CDS	819				hypothetical protein
MBCBFIFP_00602	CDS	780				hypothetical protein
MBCBFIFP_00603	CDS	948	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
MBCBFIFP_00604	CDS	510				hypothetical protein
MBCBFIFP_00605	tRNA	84				tRNA-Leu(caa)
MBCBFIFP_00606	CDS	1464				hypothetical protein
MBCBFIFP_00607	CDS	1584				hypothetical protein
MBCBFIFP_00608	CDS	501	albA	1.3.3.13		Albonoursin synthase
MBCBFIFP_00609	CDS	1356	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MBCBFIFP_00610	CDS	396				hypothetical protein
MBCBFIFP_00611	CDS	1284	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MBCBFIFP_00612	CDS	669	gph_2	3.1.3.18		Phosphoglycolate phosphatase
MBCBFIFP_00613	CDS	1005				hypothetical protein
MBCBFIFP_00614	CDS	747				hypothetical protein
MBCBFIFP_00615	CDS	312				hypothetical protein
MBCBFIFP_00616	CDS	804	speE	2.5.1.16		Polyamine aminopropyltransferase
MBCBFIFP_00617	CDS	438				hypothetical protein
MBCBFIFP_00618	CDS	582	malT_3			HTH-type transcriptional regulator MalT
MBCBFIFP_00619	CDS	921				hypothetical protein
MBCBFIFP_00620	CDS	159				hypothetical protein
MBCBFIFP_00621	CDS	1563				hypothetical protein
MBCBFIFP_00622	CDS	1743				hypothetical protein
MBCBFIFP_00623	CDS	1674				hypothetical protein
MBCBFIFP_00624	CDS	450				hypothetical protein
MBCBFIFP_00625	CDS	186				hypothetical protein
MBCBFIFP_00626	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
MBCBFIFP_00627	CDS	927	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
MBCBFIFP_00628	CDS	246				hypothetical protein
MBCBFIFP_00629	CDS	723				hypothetical protein
MBCBFIFP_00630	CDS	1506				hypothetical protein
MBCBFIFP_00631	CDS	1329	purF_1	2.4.2.14		Amidophosphoribosyltransferase
MBCBFIFP_00632	CDS	867	zupT_1		COG0428	Zinc transporter ZupT
MBCBFIFP_00633	CDS	372				hypothetical protein
MBCBFIFP_00634	CDS	258				hypothetical protein
MBCBFIFP_00635	CDS	435	rplM		COG0102	50S ribosomal protein L13
MBCBFIFP_00636	CDS	393	rpsI		COG0103	30S ribosomal protein S9
MBCBFIFP_00637	CDS	771	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
MBCBFIFP_00638	CDS	2334				hypothetical protein
MBCBFIFP_00639	CDS	789				hypothetical protein
MBCBFIFP_00640	CDS	861	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
MBCBFIFP_00641	CDS	678				hypothetical protein
MBCBFIFP_00642	CDS	483	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
MBCBFIFP_00643	CDS	744				hypothetical protein
MBCBFIFP_00644	CDS	582	soeB_5		COG0437	Sulfite dehydrogenase subunit B
MBCBFIFP_00645	CDS	2886	napA_4	1.9.6.1		Periplasmic nitrate reductase
MBCBFIFP_00646	CDS	441				hypothetical protein
MBCBFIFP_00647	CDS	558				hypothetical protein
MBCBFIFP_00648	CDS	1263				hypothetical protein
MBCBFIFP_00649	CDS	2262		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
MBCBFIFP_00650	CDS	2631	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MBCBFIFP_00651	CDS	576	dmsB_8		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00652	CDS	1731	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
MBCBFIFP_00653	CDS	717	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MBCBFIFP_00654	CDS	1395				hypothetical protein
MBCBFIFP_00655	CDS	714	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
MBCBFIFP_00656	CDS	2655	dmsA_5	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MBCBFIFP_00657	CDS	627	dmsB_9		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBCBFIFP_00658	CDS	765	dmsD_4			Tat proofreading chaperone DmsD
MBCBFIFP_00659	CDS	879				hypothetical protein
MBCBFIFP_00660	CDS	387				hypothetical protein
MBCBFIFP_00661	CDS	960				hypothetical protein
MBCBFIFP_00662	CDS	1881	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
MBCBFIFP_00663	CDS	732		5.1.1.13		Aspartate racemase
MBCBFIFP_00664	CDS	1401		6.3.1.12		D-aspartate ligase
MBCBFIFP_00665	CDS	1290			COG1167	Putative aminotransferase/MSMEI_6121
MBCBFIFP_00666	CDS	1563	opuE_1		COG0591	Osmoregulated proline transporter OpuE
MBCBFIFP_00667	CDS	1191	fprA	1.-.-.-	COG0426	Nitric oxide reductase
MBCBFIFP_00668	CDS	1170				hypothetical protein
MBCBFIFP_00669	tRNA	85				tRNA-Tyr(gta)
MBCBFIFP_00670	tRNA	76				tRNA-Thr(ggt)
MBCBFIFP_00671	tRNA	77				tRNA-Met(cat)
MBCBFIFP_00672	CDS	1203	tufA		COG0050	Elongation factor Tu
MBCBFIFP_00673	CDS	150	rpmG		COG0267	50S ribosomal protein L33
MBCBFIFP_00674	tRNA	77				tRNA-Trp(cca)
MBCBFIFP_00675	CDS	402	secE			Protein translocase subunit SecE
MBCBFIFP_00676	CDS	531	nusG		COG0250	Transcription termination/antitermination protein NusG
MBCBFIFP_00677	CDS	498	rplK			50S ribosomal protein L11
MBCBFIFP_00678	CDS	711	rplA		COG0081	50S ribosomal protein L1
MBCBFIFP_00679	CDS	1029	ppnK	2.7.1.23	COG0061	NAD kinase
MBCBFIFP_00680	CDS	1932	murJ			lipid II flippase MurJ
MBCBFIFP_00681	CDS	774	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
MBCBFIFP_00682	CDS	1614	pyrG_2	6.3.4.2		CTP synthase
MBCBFIFP_00683	CDS	489				hypothetical protein
MBCBFIFP_00684	CDS	1692				hypothetical protein
MBCBFIFP_00685	CDS	1530				hypothetical protein
MBCBFIFP_00686	CDS	1482				hypothetical protein
MBCBFIFP_00687	CDS	768				hypothetical protein
MBCBFIFP_00688	CDS	1029	ansA	3.5.1.1	COG0252	L-asparaginase 1
MBCBFIFP_00689	CDS	924	xerD_2			Tyrosine recombinase XerD
MBCBFIFP_00690	CDS	477	mraZ			Transcriptional regulator MraZ
MBCBFIFP_00691	CDS	957	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
MBCBFIFP_00692	CDS	561	ftsL			Cell division protein FtsL
MBCBFIFP_00693	CDS	1908	spoVD		COG0768	Stage V sporulation protein D
MBCBFIFP_00694	CDS	1491	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MBCBFIFP_00695	CDS	1503	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MBCBFIFP_00696	CDS	1047	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MBCBFIFP_00697	CDS	1467	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
MBCBFIFP_00698	CDS	1347	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MBCBFIFP_00699	CDS	1101	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MBCBFIFP_00700	CDS	1389	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
MBCBFIFP_00701	CDS	1152	murB_1	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
MBCBFIFP_00702	CDS	1113	ftsQ			Cell division protein FtsQ
MBCBFIFP_00703	CDS	1122	ftsZ		COG0206	Cell division protein FtsZ
MBCBFIFP_00704	CDS	828	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MBCBFIFP_00705	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MBCBFIFP_00706	CDS	798	sepF			Cell division protein SepF
MBCBFIFP_00707	CDS	258				hypothetical protein
MBCBFIFP_00708	CDS	804				hypothetical protein
MBCBFIFP_00709	CDS	894				hypothetical protein
MBCBFIFP_00710	CDS	1560	ifcA_5	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MBCBFIFP_00711	CDS	624				hypothetical protein
MBCBFIFP_00712	CDS	660				hypothetical protein
MBCBFIFP_00713	CDS	972				hypothetical protein
MBCBFIFP_00714	CDS	651	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
MBCBFIFP_00715	CDS	1350	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
MBCBFIFP_00716	CDS	672	thiE	2.5.1.3		Thiamine-phosphate synthase
MBCBFIFP_00717	CDS	597	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MBCBFIFP_00718	CDS	858	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
MBCBFIFP_00719	tRNA	74				tRNA-Gln(ctg)
MBCBFIFP_00720	tRNA	77				tRNA-Glu(ctc)
MBCBFIFP_00721	CDS	1203	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
MBCBFIFP_00722	CDS	690				hypothetical protein
MBCBFIFP_00723	CDS	1755				hypothetical protein
MBCBFIFP_00724	CDS	1290				hypothetical protein
MBCBFIFP_00725	CDS	798				IS21 family transposase ISMac9
MBCBFIFP_00726	CDS	1230				hypothetical protein
MBCBFIFP_00727	CDS	774				hypothetical protein
MBCBFIFP_00728	CDS	681				hypothetical protein
MBCBFIFP_00729	CDS	990	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
MBCBFIFP_00730	CDS	1602				hypothetical protein
MBCBFIFP_00731	CDS	1224	arcA_3	3.5.3.6	COG2235	Arginine deiminase
MBCBFIFP_00732	CDS	966				hypothetical protein
MBCBFIFP_00733	CDS	2628	polA	2.7.7.7		DNA polymerase I
